#proteinId	gotermId	goName	gotermType	goAcc
1364	2888	monooxygenase activity	molecular_function	GO:0004497
1364	3721	iron ion binding	molecular_function	GO:0005506
1364	4283	electron transport	biological_process	GO:0006118
1364	12251	heme binding	molecular_function	GO:0020037
1365	2888	monooxygenase activity	molecular_function	GO:0004497
1365	3721	iron ion binding	molecular_function	GO:0005506
1365	4283	electron transport	biological_process	GO:0006118
1365	12251	heme binding	molecular_function	GO:0020037
1366	2888	monooxygenase activity	molecular_function	GO:0004497
1366	3721	iron ion binding	molecular_function	GO:0005506
1366	4283	electron transport	biological_process	GO:0006118
1366	12251	heme binding	molecular_function	GO:0020037
1367	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1367	4143	carbohydrate metabolic process	biological_process	GO:0005975
1367	3727	protein binding	molecular_function	GO:0005515
1367	5239	cell communication	biological_process	GO:0007154
1367	17271	phosphoinositide binding	molecular_function	GO:0035091
1367	2946	chitinase activity	molecular_function	GO:0004568
1367	4200	chitin catabolic process	biological_process	GO:0006032
1369	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1369	5830	metabolic process	biological_process	GO:0008152
1372	2175	nucleic acid binding	molecular_function	GO:0003676
1372	2216	RNA binding	molecular_function	GO:0003723
1372	3838	nucleus	cellular_component	GO:0005634
1372	4541	RNA processing	biological_process	GO:0006396
1372	13392	ribonucleoprotein complex	cellular_component	GO:0030529
1374	3736	ATP binding	molecular_function	GO:0005524
1374	4927	transport	biological_process	GO:0006810
1374	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
1374	9320	membrane	cellular_component	GO:0016020
1374	2290	catalytic activity	molecular_function	GO:0003824
1374	5830	metabolic process	biological_process	GO:0008152
1374	281	magnesium ion binding	molecular_function	GO:0000287
1374	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
1374	9220	phospholipid transport	biological_process	GO:0015914
1374	9321	integral to membrane	cellular_component	GO:0016021
1377	9298	proton transport	biological_process	GO:0015992
1377	9320	membrane	cellular_component	GO:0016020
1377	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
1377	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
1377	3827	intracellular	cellular_component	GO:0005622
1377	2176	DNA binding	molecular_function	GO:0003677
1377	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
1377	4421	DNA replication	biological_process	GO:0006260
1378	5830	metabolic process	biological_process	GO:0008152
1378	5846	methyltransferase activity	molecular_function	GO:0008168
1379	2888	monooxygenase activity	molecular_function	GO:0004497
1379	3721	iron ion binding	molecular_function	GO:0005506
1379	4283	electron transport	biological_process	GO:0006118
1379	12251	heme binding	molecular_function	GO:0020037
1380	5939	zinc ion binding	molecular_function	GO:0008270
1381	2229	translation elongation factor activity	molecular_function	GO:0003746
1381	4035	eukaryotic translation elongation factor 1 complex	cellular_component	GO:0005853
1381	4558	translational elongation	biological_process	GO:0006414
1384	4639	proteolysis	biological_process	GO:0006508
1384	5909	metallopeptidase activity	molecular_function	GO:0008237
1384	5939	zinc ion binding	molecular_function	GO:0008270
1385	162	nucleotide binding	molecular_function	GO:0000166
1385	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1385	3736	ATP binding	molecular_function	GO:0005524
1386	9710	oxidoreductase activity	molecular_function	GO:0016491
1386	2290	catalytic activity	molecular_function	GO:0003824
1386	3708	binding	molecular_function	GO:0005488
1386	5830	metabolic process	biological_process	GO:0008152
1391	9710	oxidoreductase activity	molecular_function	GO:0016491
1391	2290	catalytic activity	molecular_function	GO:0003824
1391	3708	binding	molecular_function	GO:0005488
1391	5830	metabolic process	biological_process	GO:0008152
1392	2888	monooxygenase activity	molecular_function	GO:0004497
1392	3721	iron ion binding	molecular_function	GO:0005506
1392	4283	electron transport	biological_process	GO:0006118
1392	12251	heme binding	molecular_function	GO:0020037
1393	2888	monooxygenase activity	molecular_function	GO:0004497
1393	3721	iron ion binding	molecular_function	GO:0005506
1393	4283	electron transport	biological_process	GO:0006118
1393	12251	heme binding	molecular_function	GO:0020037
1394	2888	monooxygenase activity	molecular_function	GO:0004497
1394	3721	iron ion binding	molecular_function	GO:0005506
1394	4283	electron transport	biological_process	GO:0006118
1394	12251	heme binding	molecular_function	GO:0020037
1395	2888	monooxygenase activity	molecular_function	GO:0004497
1395	3721	iron ion binding	molecular_function	GO:0005506
1395	4283	electron transport	biological_process	GO:0006118
1395	12251	heme binding	molecular_function	GO:0020037
1398	2700	subtilase activity	molecular_function	GO:0004289
1398	4639	proteolysis	biological_process	GO:0006508
1399	5830	metabolic process	biological_process	GO:0008152
1399	5846	methyltransferase activity	molecular_function	GO:0008168
1401	3727	protein binding	molecular_function	GO:0005515
1401	5939	zinc ion binding	molecular_function	GO:0008270
1403	6140	transaminase activity	molecular_function	GO:0008483
1403	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1408	2888	monooxygenase activity	molecular_function	GO:0004497
1408	3721	iron ion binding	molecular_function	GO:0005506
1408	4283	electron transport	biological_process	GO:0006118
1408	12251	heme binding	molecular_function	GO:0020037
1409	4283	electron transport	biological_process	GO:0006118
1409	9710	oxidoreductase activity	molecular_function	GO:0016491
1411	2246	actin binding	molecular_function	GO:0003779
1411	5107	cytoskeleton organization and biogenesis	biological_process	GO:0007010
1413	2888	monooxygenase activity	molecular_function	GO:0004497
1413	3721	iron ion binding	molecular_function	GO:0005506
1413	4283	electron transport	biological_process	GO:0006118
1413	12251	heme binding	molecular_function	GO:0020037
1420	4931	sodium ion transport	biological_process	GO:0006814
1420	4993	regulation of pH	biological_process	GO:0006885
1420	8728	sodium:hydrogen antiporter activity	molecular_function	GO:0015385
1420	9321	integral to membrane	cellular_component	GO:0016021
1420	8649	solute:hydrogen antiporter activity	molecular_function	GO:0015299
1421	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1421	4143	carbohydrate metabolic process	biological_process	GO:0005975
1425	3228	signal transducer activity	molecular_function	GO:0004871
1425	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
1425	11290	guanyl nucleotide binding	molecular_function	GO:0019001
1425	5250	signal transduction	biological_process	GO:0007165
1426	3838	nucleus	cellular_component	GO:0005634
1426	13391	transcription regulator activity	molecular_function	GO:0030528
1426	19908	regulation of transcription	biological_process	GO:0045449
1427	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
1427	23919	FAD binding	molecular_function	GO:0050660
1427	4234	alcohol metabolic process	biological_process	GO:0006066
1430	3972	endoplasmic reticulum	cellular_component	GO:0005783
1430	4994	intracellular protein transport	biological_process	GO:0006886
1430	5021	apoptosis	biological_process	GO:0006915
1430	9321	integral to membrane	cellular_component	GO:0016021
1431	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1431	4143	carbohydrate metabolic process	biological_process	GO:0005975
1433	576	chromosome, pericentric region	cellular_component	GO:0000775
1433	5160	mitosis	biological_process	GO:0007067
1437	2888	monooxygenase activity	molecular_function	GO:0004497
1437	3721	iron ion binding	molecular_function	GO:0005506
1437	4283	electron transport	biological_process	GO:0006118
1437	12251	heme binding	molecular_function	GO:0020037
1440	3931	mitochondrion	cellular_component	GO:0005739
1440	4595	protein complex assembly	biological_process	GO:0006461
1441	6715	lipoate biosynthetic process	biological_process	GO:0009107
1441	2290	catalytic activity	molecular_function	GO:0003824
1441	4598	protein modification process	biological_process	GO:0006464
1442	4927	transport	biological_process	GO:0006810
1442	6171	ammonium transmembrane transporter activity	molecular_function	GO:0008519
1442	9320	membrane	cellular_component	GO:0016020
1445	9985	hydrolase activity	molecular_function	GO:0016787
1451	162	nucleotide binding	molecular_function	GO:0000166
1451	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1452	3736	ATP binding	molecular_function	GO:0005524
1452	4927	transport	biological_process	GO:0006810
1452	9321	integral to membrane	cellular_component	GO:0016021
1452	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
1452	10082	ATPase activity	molecular_function	GO:0016887
1452	162	nucleotide binding	molecular_function	GO:0000166
1452	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1453	2175	nucleic acid binding	molecular_function	GO:0003676
1453	5939	zinc ion binding	molecular_function	GO:0008270
1454	4143	carbohydrate metabolic process	biological_process	GO:0005975
1454	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
1454	13148	lipid glycosylation	biological_process	GO:0030259
1456	3737	GTP binding	molecular_function	GO:0005525
1456	3827	intracellular	cellular_component	GO:0005622
1460	3736	ATP binding	molecular_function	GO:0005524
1460	10082	ATPase activity	molecular_function	GO:0016887
1460	162	nucleotide binding	molecular_function	GO:0000166
1460	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1460	4927	transport	biological_process	GO:0006810
1460	9320	membrane	cellular_component	GO:0016020
1462	2531	carbonate dehydratase activity	molecular_function	GO:0004089
1462	5939	zinc ion binding	molecular_function	GO:0008270
1462	9282	carbon utilization	biological_process	GO:0015976
1467	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
1467	4591	protein folding	biological_process	GO:0006457
1467	150	ubiquitin ligase complex	cellular_component	GO:0000151
1467	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1467	9776	protein ubiquitination	biological_process	GO:0016567
1468	8400	protein transport	biological_process	GO:0015031
1469	3088	protein serine/threonine phosphatase activity	molecular_function	GO:0004722
1469	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
1469	5955	protein serine/threonine phosphatase complex	cellular_component	GO:0008287
1469	2290	catalytic activity	molecular_function	GO:0003824
1470	2306	gamma-glutamyltransferase activity	molecular_function	GO:0003840
1471	4591	protein folding	biological_process	GO:0006457
1471	9551	prefoldin complex	cellular_component	GO:0016272
1471	24336	unfolded protein binding	molecular_function	GO:0051082
1472	2227	structural constituent of ribosome	molecular_function	GO:0003735
1472	3827	intracellular	cellular_component	GO:0005622
1472	4025	ribosome	cellular_component	GO:0005840
1472	4556	translation	biological_process	GO:0006412
1472	3546	transporter activity	molecular_function	GO:0005215
1472	4927	transport	biological_process	GO:0006810
1472	9321	integral to membrane	cellular_component	GO:0016021
1474	2658	metalloendopeptidase activity	molecular_function	GO:0004222
1474	3736	ATP binding	molecular_function	GO:0005524
1474	4639	proteolysis	biological_process	GO:0006508
1474	162	nucleotide binding	molecular_function	GO:0000166
1474	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1474	9320	membrane	cellular_component	GO:0016020
1474	13056	protein catabolic process	biological_process	GO:0030163
1474	5939	zinc ion binding	molecular_function	GO:0008270
1474	9321	integral to membrane	cellular_component	GO:0016021
1475	3546	transporter activity	molecular_function	GO:0005215
1475	4927	transport	biological_process	GO:0006810
1475	9321	integral to membrane	cellular_component	GO:0016021
1476	4924	nitrogen compound metabolic process	biological_process	GO:0006807
1476	9444	nickel ion binding	molecular_function	GO:0016151
1478	3827	intracellular	cellular_component	GO:0005622
1478	4541	RNA processing	biological_process	GO:0006396
1479	2216	RNA binding	molecular_function	GO:0003723
1479	3727	protein binding	molecular_function	GO:0005515
1479	3838	nucleus	cellular_component	GO:0005634
1479	17778	ribosome assembly	biological_process	GO:0042255
1483	3708	binding	molecular_function	GO:0005488
1484	162	nucleotide binding	molecular_function	GO:0000166
1485	3708	binding	molecular_function	GO:0005488
1485	4927	transport	biological_process	GO:0006810
1485	9320	membrane	cellular_component	GO:0016020
1492	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
1492	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
1493	2882	methylmalonate-semialdehyde dehydrogenase (acylating) activity	molecular_function	GO:0004491
1493	4703	valine metabolic process	biological_process	GO:0006573
1493	5830	metabolic process	biological_process	GO:0008152
1493	9710	oxidoreductase activity	molecular_function	GO:0016491
1495	3429	Rab GDP-dissociation inhibitor activity	molecular_function	GO:0005093
1495	8400	protein transport	biological_process	GO:0015031
1495	18580	regulation of GTPase activity	biological_process	GO:0043087
1497	3708	binding	molecular_function	GO:0005488
1497	4927	transport	biological_process	GO:0006810
1497	9320	membrane	cellular_component	GO:0016020
1498	2439	acetylglutamate kinase activity	molecular_function	GO:0003991
1498	4656	arginine biosynthetic process	biological_process	GO:0006526
1499	281	magnesium ion binding	molecular_function	GO:0000287
1499	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
1499	3930	cytoplasm	cellular_component	GO:0005737
1499	4913	phosphate metabolic process	biological_process	GO:0006796
1500	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
1500	19152	post-translational protein modification	biological_process	GO:0043687
1500	24495	regulation of protein metabolic process	biological_process	GO:0051246
1503	10083	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	molecular_function	GO:0016888
1506	2196	transcription factor activity	molecular_function	GO:0003700
1506	3838	nucleus	cellular_component	GO:0005634
1506	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1506	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1509	2196	transcription factor activity	molecular_function	GO:0003700
1509	3838	nucleus	cellular_component	GO:0005634
1509	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1509	5939	zinc ion binding	molecular_function	GO:0008270
1509	2176	DNA binding	molecular_function	GO:0003677
1509	4499	transcription	biological_process	GO:0006350
1512	2216	RNA binding	molecular_function	GO:0003723
1512	2915	ribonuclease III activity	molecular_function	GO:0004525
1512	4541	RNA processing	biological_process	GO:0006396
1512	2218	double-stranded RNA binding	molecular_function	GO:0003725
1512	3827	intracellular	cellular_component	GO:0005622
1513	2176	DNA binding	molecular_function	GO:0003677
1513	3736	ATP binding	molecular_function	GO:0005524
1513	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1513	4143	carbohydrate metabolic process	biological_process	GO:0005975
1513	2175	nucleic acid binding	molecular_function	GO:0003676
1513	2792	helicase activity	molecular_function	GO:0004386
1513	3727	protein binding	molecular_function	GO:0005515
1513	5939	zinc ion binding	molecular_function	GO:0008270
1514	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
1514	6993	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	GO:0009401
1514	144	exocyst	cellular_component	GO:0000145
1514	5010	vesicle docking during exocytosis	biological_process	GO:0006904
1514	8400	protein transport	biological_process	GO:0015031
1515	2290	catalytic activity	molecular_function	GO:0003824
1516	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
1516	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
1516	2176	DNA binding	molecular_function	GO:0003677
1516	3736	ATP binding	molecular_function	GO:0005524
1516	2175	nucleic acid binding	molecular_function	GO:0003676
1516	2792	helicase activity	molecular_function	GO:0004386
1516	3727	protein binding	molecular_function	GO:0005515
1516	5939	zinc ion binding	molecular_function	GO:0008270
1516	3838	nucleus	cellular_component	GO:0005634
1517	2290	catalytic activity	molecular_function	GO:0003824
1517	4636	GPI anchor metabolic process	biological_process	GO:0006505
1517	4994	intracellular protein transport	biological_process	GO:0006886
1517	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
1517	14070	intrinsic to endoplasmic reticulum membrane	cellular_component	GO:0031227
1519	2216	RNA binding	molecular_function	GO:0003723
1519	3827	intracellular	cellular_component	GO:0005622
1519	4541	RNA processing	biological_process	GO:0006396
1520	2175	nucleic acid binding	molecular_function	GO:0003676
1520	3838	nucleus	cellular_component	GO:0005634
1520	5939	zinc ion binding	molecular_function	GO:0008270
1524	2290	catalytic activity	molecular_function	GO:0003824
1524	3736	ATP binding	molecular_function	GO:0005524
1524	5830	metabolic process	biological_process	GO:0008152
1527	2290	catalytic activity	molecular_function	GO:0003824
1527	5830	metabolic process	biological_process	GO:0008152
1529	3011	phosphoribosylamine-glycine ligase activity	molecular_function	GO:0004637
1529	6721	purine base biosynthetic process	biological_process	GO:0009113
1529	2290	catalytic activity	molecular_function	GO:0003824
1529	3015	phosphoribosylformylglycinamidine cyclo-ligase activity	molecular_function	GO:0004641
1529	3930	cytoplasm	cellular_component	GO:0005737
1529	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
1529	3736	ATP binding	molecular_function	GO:0005524
1530	2175	nucleic acid binding	molecular_function	GO:0003676
1530	5939	zinc ion binding	molecular_function	GO:0008270
1531	4143	carbohydrate metabolic process	biological_process	GO:0005975
1531	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
1531	2773	glycerol-3-phosphate dehydrogenase (NAD+) activity	molecular_function	GO:0004367
1531	4240	glycerol-3-phosphate metabolic process	biological_process	GO:0006072
1531	6928	glycerol-3-phosphate dehydrogenase complex	cellular_component	GO:0009331
1531	9710	oxidoreductase activity	molecular_function	GO:0016491
1531	3930	cytoplasm	cellular_component	GO:0005737
1531	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
1531	20607	glycerol-3-phosphate catabolic process	biological_process	GO:0046168
1531	24535	NAD binding	molecular_function	GO:0051287
1531	2290	catalytic activity	molecular_function	GO:0003824
1531	3708	binding	molecular_function	GO:0005488
1531	5830	metabolic process	biological_process	GO:0008152
1532	9320	membrane	cellular_component	GO:0016020
1532	3727	protein binding	molecular_function	GO:0005515
1532	9480	vesicle-mediated transport	biological_process	GO:0016192
1533	2175	nucleic acid binding	molecular_function	GO:0003676
1538	6188	proteasome activator complex	cellular_component	GO:0008537
1538	6189	proteasome activator activity	molecular_function	GO:0008538
1539	2175	nucleic acid binding	molecular_function	GO:0003676
1539	3827	intracellular	cellular_component	GO:0005622
1539	5939	zinc ion binding	molecular_function	GO:0008270
1540	3724	calcium ion binding	molecular_function	GO:0005509
1541	5830	metabolic process	biological_process	GO:0008152
1541	9710	oxidoreductase activity	molecular_function	GO:0016491
1541	2290	catalytic activity	molecular_function	GO:0003824
1541	3708	binding	molecular_function	GO:0005488
1544	4513	rRNA processing	biological_process	GO:0006364
1544	14875	small subunit processome	cellular_component	GO:0032040
1546	4994	intracellular protein transport	biological_process	GO:0006886
1547	162	nucleotide binding	molecular_function	GO:0000166
1547	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
1547	3736	ATP binding	molecular_function	GO:0005524
1547	3930	cytoplasm	cellular_component	GO:0005737
1547	4556	translation	biological_process	GO:0006412
1547	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
1547	3188	serine-tRNA ligase activity	molecular_function	GO:0004828
1547	4577	seryl-tRNA aminoacylation	biological_process	GO:0006434
1548	162	nucleotide binding	molecular_function	GO:0000166
1548	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1548	3736	ATP binding	molecular_function	GO:0005524
1548	2176	DNA binding	molecular_function	GO:0003677
1548	3838	nucleus	cellular_component	GO:0005634
1548	4421	DNA replication	biological_process	GO:0006260
1548	2187	DNA clamp loader activity	molecular_function	GO:0003689
1548	3862	DNA replication factor C complex	cellular_component	GO:0005663
1550	2290	catalytic activity	molecular_function	GO:0003824
1551	2175	nucleic acid binding	molecular_function	GO:0003676
1552	2176	DNA binding	molecular_function	GO:0003677
1552	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
1552	4500	transcription, DNA-dependent	biological_process	GO:0006351
1553	2176	DNA binding	molecular_function	GO:0003677
1553	3827	intracellular	cellular_component	GO:0005622
1553	3736	ATP binding	molecular_function	GO:0005524
1553	4420	DNA metabolic process	biological_process	GO:0006259
1553	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
1553	162	nucleotide binding	molecular_function	GO:0000166
1553	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
1553	3727	protein binding	molecular_function	GO:0005515
1553	3838	nucleus	cellular_component	GO:0005634
1553	5221	meiotic recombination	biological_process	GO:0007131
1555	3547	ion channel activity	molecular_function	GO:0005216
1555	4928	ion transport	biological_process	GO:0006811
1555	9320	membrane	cellular_component	GO:0016020
1557	5054	defense response	biological_process	GO:0006952
1557	6883	cell outer membrane	cellular_component	GO:0009279
1557	2246	actin binding	molecular_function	GO:0003779
1557	3752	phospholipid binding	molecular_function	GO:0005543
1561	2176	DNA binding	molecular_function	GO:0003677
1562	2290	catalytic activity	molecular_function	GO:0003824
1562	19375	cellular metabolic process	biological_process	GO:0044237
1562	23921	coenzyme binding	molecular_function	GO:0050662
1562	3708	binding	molecular_function	GO:0005488
1562	5830	metabolic process	biological_process	GO:0008152
1563	7744	FMN binding	molecular_function	GO:0010181
1563	9710	oxidoreductase activity	molecular_function	GO:0016491
1564	9321	integral to membrane	cellular_component	GO:0016021
1565	3724	calcium ion binding	molecular_function	GO:0005509
1565	3753	calcium-dependent phospholipid binding	molecular_function	GO:0005544
1565	3727	protein binding	molecular_function	GO:0005515
1565	5239	cell communication	biological_process	GO:0007154
1565	17271	phosphoinositide binding	molecular_function	GO:0035091
1566	5160	mitosis	biological_process	GO:0007067
1568	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
1568	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
1571	2196	transcription factor activity	molecular_function	GO:0003700
1571	3838	nucleus	cellular_component	GO:0005634
1571	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1571	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1571	2176	DNA binding	molecular_function	GO:0003677
1571	19908	regulation of transcription	biological_process	GO:0045449
1572	2196	transcription factor activity	molecular_function	GO:0003700
1572	3838	nucleus	cellular_component	GO:0005634
1572	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1572	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1572	2176	DNA binding	molecular_function	GO:0003677
1572	19908	regulation of transcription	biological_process	GO:0045449
1574	2196	transcription factor activity	molecular_function	GO:0003700
1574	3838	nucleus	cellular_component	GO:0005634
1574	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1574	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1575	2196	transcription factor activity	molecular_function	GO:0003700
1575	3838	nucleus	cellular_component	GO:0005634
1575	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1575	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1575	2176	DNA binding	molecular_function	GO:0003677
1575	19908	regulation of transcription	biological_process	GO:0045449
1576	2658	metalloendopeptidase activity	molecular_function	GO:0004222
1576	4639	proteolysis	biological_process	GO:0006508
1576	5909	metallopeptidase activity	molecular_function	GO:0008237
1576	5939	zinc ion binding	molecular_function	GO:0008270
1581	2628	aspartic-type endopeptidase activity	molecular_function	GO:0004190
1581	4639	proteolysis	biological_process	GO:0006508
1582	4734	protein targeting	biological_process	GO:0006605
1582	4994	intracellular protein transport	biological_process	GO:0006886
1582	9320	membrane	cellular_component	GO:0016020
1582	8400	protein transport	biological_process	GO:0015031
1582	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
1584	4650	amino acid metabolic process	biological_process	GO:0006520
1584	10024	lyase activity	molecular_function	GO:0016829
1584	2781	glycine dehydrogenase (decarboxylating) activity	molecular_function	GO:0004375
1584	4674	glycine metabolic process	biological_process	GO:0006544
1585	2290	catalytic activity	molecular_function	GO:0003824
1585	3736	ATP binding	molecular_function	GO:0005524
1585	5830	metabolic process	biological_process	GO:0008152
1586	4513	rRNA processing	biological_process	GO:0006364
1586	13539	nucleolar preribosome, small subunit precursor	cellular_component	GO:0030688
1587	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
1587	19152	post-translational protein modification	biological_process	GO:0043687
1587	24495	regulation of protein metabolic process	biological_process	GO:0051246
1589	2290	catalytic activity	molecular_function	GO:0003824
1589	4671	glutamine metabolic process	biological_process	GO:0006541
1589	6667	biosynthetic process	biological_process	GO:0009058
1589	2491	anthranilate synthase activity	molecular_function	GO:0004049
1589	5830	metabolic process	biological_process	GO:0008152
1589	10028	oxo-acid-lyase activity	molecular_function	GO:0016833
1590	3708	binding	molecular_function	GO:0005488
1591	5939	zinc ion binding	molecular_function	GO:0008270
1591	9985	hydrolase activity	molecular_function	GO:0016787
1591	2290	catalytic activity	molecular_function	GO:0003824
1595	4758	lipid metabolic process	biological_process	GO:0006629
1595	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
1596	3737	GTP binding	molecular_function	GO:0005525
1596	3827	intracellular	cellular_component	GO:0005622
1601	3930	cytoplasm	cellular_component	GO:0005737
1601	6309	2-dehydropantoate 2-reductase activity	molecular_function	GO:0008677
1601	9245	pantothenate metabolic process	biological_process	GO:0015939
1601	9710	oxidoreductase activity	molecular_function	GO:0016491
1601	23920	NADP binding	molecular_function	GO:0050661
1601	2290	catalytic activity	molecular_function	GO:0003824
1601	3708	binding	molecular_function	GO:0005488
1601	5830	metabolic process	biological_process	GO:0008152
1606	3433	Rab GTPase activator activity	molecular_function	GO:0005097
1606	3827	intracellular	cellular_component	GO:0005622
1606	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
1607	222	microtubule cytoskeleton organization and biogenesis	biological_process	GO:0000226
1607	663	spindle pole	cellular_component	GO:0000922
1607	4002	microtubule organizing center	cellular_component	GO:0005815
1608	281	magnesium ion binding	molecular_function	GO:0000287
1608	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
1608	3930	cytoplasm	cellular_component	GO:0005737
1608	4913	phosphate metabolic process	biological_process	GO:0006796
1610	2216	RNA binding	molecular_function	GO:0003723
1610	2915	ribonuclease III activity	molecular_function	GO:0004525
1610	4541	RNA processing	biological_process	GO:0006396
1610	2218	double-stranded RNA binding	molecular_function	GO:0003725
1610	3827	intracellular	cellular_component	GO:0005622
1611	19912	cell redox homeostasis	biological_process	GO:0045454
1616	5830	metabolic process	biological_process	GO:0008152
1616	9710	oxidoreductase activity	molecular_function	GO:0016491
1616	2290	catalytic activity	molecular_function	GO:0003824
1616	3708	binding	molecular_function	GO:0005488
1617	6331	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	molecular_function	GO:0008703
1617	6836	riboflavin biosynthetic process	biological_process	GO:0009231
1618	2175	nucleic acid binding	molecular_function	GO:0003676
1619	5830	metabolic process	biological_process	GO:0008152
1619	9985	hydrolase activity	molecular_function	GO:0016787
1620	2176	DNA binding	molecular_function	GO:0003677
1620	3736	ATP binding	molecular_function	GO:0005524
1620	4429	DNA replication initiation	biological_process	GO:0006270
1620	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
1620	3838	nucleus	cellular_component	GO:0005634
1623	3422	ARF guanyl-nucleotide exchange factor activity	molecular_function	GO:0005086
1623	3827	intracellular	cellular_component	GO:0005622
1623	14847	regulation of ARF protein signal transduction	biological_process	GO:0032012
1624	2176	DNA binding	molecular_function	GO:0003677
1624	2207	transcription coactivator activity	molecular_function	GO:0003713
1624	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1624	3708	binding	molecular_function	GO:0005488
1625	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1625	3827	intracellular	cellular_component	GO:0005622
1625	4598	protein modification process	biological_process	GO:0006464
1625	4643	ubiquitin cycle	biological_process	GO:0006512
1625	3930	cytoplasm	cellular_component	GO:0005737
1625	24282	mRNA transport	biological_process	GO:0051028
1625	3708	binding	molecular_function	GO:0005488
1626	5939	zinc ion binding	molecular_function	GO:0008270
1626	9710	oxidoreductase activity	molecular_function	GO:0016491
1626	2290	catalytic activity	molecular_function	GO:0003824
1626	3708	binding	molecular_function	GO:0005488
1626	5830	metabolic process	biological_process	GO:0008152
1628	2290	catalytic activity	molecular_function	GO:0003824
1628	5830	metabolic process	biological_process	GO:0008152
1629	2176	DNA binding	molecular_function	GO:0003677
1629	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
1629	4499	transcription	biological_process	GO:0006350
