Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene_7332	jgi.p|Botci1|7332	Supercontig_1.25	-	372906	373492	2.435417	2.030279	2.096456
gene_7329	jgi.p|Botci1|7329	Supercontig_1.25	-	366749	368419	17.914625	14.934484	15.421268
gene_7333	jgi.p|Botci1|7333	Supercontig_1.25	+	374666	377269	1.236785	1.031043	1.064649
gene_7335	jgi.p|Botci1|7335	Supercontig_1.25	+	383456	384316	2.224158	1.854164	1.914600
gene_7334	jgi.p|Botci1|7334	Supercontig_1.25	+	380665	381222	70.487457	58.761700	60.677010
gene_7336	jgi.p|Botci1|7336	Supercontig_1.25	+	385328	386371	3.763005	3.137020	3.239270
gene_7358	jgi.p|Botci1|7358	Supercontig_1.26	-	3968	6192	29.748018	24.799364	25.607687
gene_7359	jgi.p|Botci1|7359	Supercontig_1.26	+	8364	8914	0.000000	0.000000	0.000000
gene_7360	jgi.p|Botci1|7360	Supercontig_1.26	+	9355	10192	2.327820	1.940582	2.003834
gene_7361	jgi.p|Botci1|7361	Supercontig_1.26	+	10541	11194	9.992354	8.330102	8.601618
gene_7362	jgi.p|Botci1|7362	Supercontig_1.26	-	12508	12675	5.351191	4.461008	4.606412
gene_7363	jgi.p|Botci1|7363	Supercontig_1.26	-	13051	14445	1.097558	0.914977	0.944800
gene_7364	jgi.p|Botci1|7364	Supercontig_1.26	+	15845	17131	3.169552	2.642289	2.728414
gene_7365	jgi.p|Botci1|7365	Supercontig_1.26	-	17584	19026	12.826750	10.692989	11.041522
gene_7366	jgi.p|Botci1|7366	Supercontig_1.26	+	20355	21659	59.846935	49.891251	51.517437
gene_7368	jgi.p|Botci1|7368	Supercontig_1.26	+	24747	25064	1.381149	1.151392	1.188921
gene_7369	jgi.p|Botci1|7369	Supercontig_1.26	+	26755	27267	9.467903	7.892894	8.150160
gene_7370	jgi.p|Botci1|7370	Supercontig_1.26	-	27560	27670	3.558558	2.966583	3.063278
gene_7371	jgi.p|Botci1|7371	Supercontig_1.26	-	28077	28187	7.045045	5.873085	6.064515
gene_7367	jgi.p|Botci1|7367	Supercontig_1.26	-	22658	24442	62.690834	52.262058	53.965523
gene_7372	jgi.p|Botci1|7372	Supercontig_1.26	-	29054	30062	15.885815	13.243170	13.674826
gene_7373	jgi.p|Botci1|7373	Supercontig_1.26	-	30996	32585	44.469177	37.071621	38.279953
gene_7374	jgi.p|Botci1|7374	Supercontig_1.26	+	32991	35436	63.684231	53.090206	54.820660
gene_7375	jgi.p|Botci1|7375	Supercontig_1.26	+	36214	36471	29.054264	24.221016	25.010490
gene_7376	jgi.p|Botci1|7376	Supercontig_1.26	+	37255	38304	32.598717	27.175840	28.061625
gene_7377	jgi.p|Botci1|7377	Supercontig_1.26	-	39978	41014	3.837991	3.199532	3.303819
gene_7378	jgi.p|Botci1|7378	Supercontig_1.26	+	41405	41863	1.948436	1.624309	1.677253
gene_7379	jgi.p|Botci1|7379	Supercontig_1.26	-	43304	44207	23.931524	19.950459	20.600733
gene_7203	jgi.p|Botci1|7203	Supercontig_1.25	-	49533	51261	90.794678	75.690765	78.157875
gene_7204	jgi.p|Botci1|7204	Supercontig_1.25	-	52039	52369	2.542531	2.119575	2.188661
gene_7205	jgi.p|Botci1|7205	Supercontig_1.25	-	52560	54237	34.320938	28.611567	29.544149
gene_7206	jgi.p|Botci1|7206	Supercontig_1.25	+	54881	55695	14.502364	12.089861	12.483924
gene_7207	jgi.p|Botci1|7207	Supercontig_1.25	-	58409	60524	3.036909	2.531712	2.614232
gene_7208	jgi.p|Botci1|7208	Supercontig_1.25	-	62683	64182	79.630150	66.383476	68.547226
gene_7209	jgi.p|Botci1|7209	Supercontig_1.25	-	65073	65810	23.079947	19.240541	19.867678
gene_7210	jgi.p|Botci1|7210	Supercontig_1.25	+	69258	70091	0.359733	0.299891	0.309665
gene_7211	jgi.p|Botci1|7211	Supercontig_1.25	+	70946	71184	12.099010	10.086310	10.415070
gene_7212	jgi.p|Botci1|7212	Supercontig_1.25	+	74145	76706	113.023933	94.222130	97.293259
gene_7213	jgi.p|Botci1|7213	Supercontig_1.25	-	77359	77987	0.230961	0.192540	0.198816
gene_7214	jgi.p|Botci1|7214	Supercontig_1.25	-	78628	79114	2.067531	1.723592	1.779772
gene_7215	jgi.p|Botci1|7215	Supercontig_1.25	+	80039	80581	0.219153	0.182696	0.188651
gene_7216	jgi.p|Botci1|7216	Supercontig_1.25	+	80994	81647	8.531579	7.112330	7.344153
gene_7217	jgi.p|Botci1|7217	Supercontig_1.25	+	82743	83971	13.124025	10.940812	11.297422
gene_7218	jgi.p|Botci1|7218	Supercontig_1.25	-	84691	86215	0.438337	0.365419	0.377329
gene_7219	jgi.p|Botci1|7219	Supercontig_1.25	-	87872	92226	4.411592	3.677713	3.797586
gene_7220	jgi.p|Botci1|7220	Supercontig_1.25	+	93180	93973	110.584068	92.188141	95.192978
gene_7221	jgi.p|Botci1|7221	Supercontig_1.25	-	94427	95727	137.756775	114.840599	118.583778
gene_7222	jgi.p|Botci1|7222	Supercontig_1.25	+	96005	96196	3.479167	2.900399	2.994936
gene_7223	jgi.p|Botci1|7223	Supercontig_1.25	+	97236	97706	0.000000	0.000000	0.000000
gene_7224	jgi.p|Botci1|7224	Supercontig_1.25	-	97976	98965	0.000000	0.000000	0.000000
gene_7225	jgi.p|Botci1|7225	Supercontig_1.25	-	100458	100652	3.635897	3.031057	3.129853
gene_7226	jgi.p|Botci1|7226	Supercontig_1.25	+	101697	102816	152.014130	126.726212	130.856796
gene_7227	jgi.p|Botci1|7227	Supercontig_1.25	+	103769	104044	0.000000	0.000000	0.000000
gene_7228	jgi.p|Botci1|7228	Supercontig_1.25	-	104900	105832	13.097535	10.918729	11.274619
gene_7229	jgi.p|Botci1|7229	Supercontig_1.25	-	106532	108218	15.986085	13.326761	13.761141
gene_7230	jgi.p|Botci1|7230	Supercontig_1.25	+	108807	109298	10.701220	8.921046	9.211823
gene_7231	jgi.p|Botci1|7231	Supercontig_1.25	+	110032	111367	15.286204	12.743307	13.158669
gene_7232	jgi.p|Botci1|7232	Supercontig_1.25	+	112393	113260	146.765091	122.350357	126.338318
gene_7233	jgi.p|Botci1|7233	Supercontig_1.25	+	113956	115124	9.360215	7.803121	8.057460
gene_7234	jgi.p|Botci1|7234	Supercontig_1.25	-	115640	116062	2.586288	2.156053	2.226328
gene_7235	jgi.p|Botci1|7235	Supercontig_1.25	+	116395	117560	0.334942	0.279224	0.288325
gene_7236	jgi.p|Botci1|7236	Supercontig_1.25	-	118191	118769	16.734024	13.950278	14.404982
gene_7237	jgi.p|Botci1|7237	Supercontig_1.25	-	119965	121070	23.878420	19.906187	20.555021
gene_7238	jgi.p|Botci1|7238	Supercontig_1.25	+	122625	123203	6.438687	5.367596	5.542550
gene_7239	jgi.p|Botci1|7239	Supercontig_1.25	+	123501	123692	11.395833	9.500109	9.809760
gene_7240	jgi.p|Botci1|7240	Supercontig_1.25	+	124648	125075	1112.199951	927.182739	957.403870
gene_7241	jgi.p|Botci1|7241	Supercontig_1.25	+	126127	128124	0.703594	0.586549	0.605668
gene_7242	jgi.p|Botci1|7242	Supercontig_1.25	-	128546	128857	0.660256	0.550421	0.568362
gene_7243	jgi.p|Botci1|7243	Supercontig_1.25	+	130177	131148	13.446502	11.209643	11.575017
gene_7244	jgi.p|Botci1|7244	Supercontig_1.25	+	133141	136617	37.492413	31.255459	32.274216
gene_7245	jgi.p|Botci1|7245	Supercontig_1.25	-	138074	140020	106.781120	89.017822	91.919319
gene_7246	jgi.p|Botci1|7246	Supercontig_1.25	-	145900	146334	0.000000	0.000000	0.000000
gene_7247	jgi.p|Botci1|7247	Supercontig_1.25	-	149336	150321	208.871796	174.125473	179.801010
gene_7248	jgi.p|Botci1|7248	Supercontig_1.25	-	155927	156724	38.246964	31.884489	32.923748
gene_7249	jgi.p|Botci1|7249	Supercontig_1.25	-	156986	157470	21.874138	18.235321	18.829695
gene_7250	jgi.p|Botci1|7250	Supercontig_1.25	+	158687	159619	132.663452	110.594566	114.199348
gene_7251	jgi.p|Botci1|7251	Supercontig_1.25	+	160976	162781	109.397011	91.198547	94.171127
gene_7252	jgi.p|Botci1|7252	Supercontig_1.25	+	165438	167313	93.801727	78.197571	80.746391
gene_7253	jgi.p|Botci1|7253	Supercontig_1.25	+	168775	170863	24.833082	20.702038	21.376812
gene_7254	jgi.p|Botci1|7254	Supercontig_1.25	-	171695	171982	1.149306	0.958116	0.989346
gene_7255	jgi.p|Botci1|7255	Supercontig_1.25	+	172888	173016	15.488372	12.911843	13.332700
gene_7256	jgi.p|Botci1|7256	Supercontig_1.25	+	175058	175195	0.000000	0.000000	0.000000
gene_7257	jgi.p|Botci1|7257	Supercontig_1.25	+	175779	176252	0.000000	0.000000	0.000000
gene_7258	jgi.p|Botci1|7258	Supercontig_1.25	+	179009	180220	0.000000	0.000000	0.000000
gene_7259	jgi.p|Botci1|7259	Supercontig_1.25	+	181008	181725	98.229736	81.888985	84.558121
gene_7260	jgi.p|Botci1|7260	Supercontig_1.25	-	182498	184733	71.824593	59.876392	61.828041
gene_7261	jgi.p|Botci1|7261	Supercontig_1.25	-	185150	188266	28.947411	24.131941	24.918510
gene_7262	jgi.p|Botci1|7262	Supercontig_1.25	+	189140	189993	24.191473	20.167164	20.824503
gene_7263	jgi.p|Botci1|7263	Supercontig_1.25	+	193014	196025	90.254250	75.240234	77.692657
gene_7264	jgi.p|Botci1|7264	Supercontig_1.25	+	197150	197779	28.613228	23.853348	24.630838
gene_7265	jgi.p|Botci1|7265	Supercontig_1.25	+	199274	200270	0.000000	0.000000	0.000000
gene_7266	jgi.p|Botci1|7266	Supercontig_1.25	-	202435	203115	1229.594238	1025.048340	1058.459229
gene_7267	jgi.p|Botci1|7267	Supercontig_1.25	+	203738	211420	36.975742	30.824738	31.829458
gene_7268	jgi.p|Botci1|7268	Supercontig_1.25	-	211972	213492	13.289942	11.079128	11.440248
gene_7269	jgi.p|Botci1|7269	Supercontig_1.25	+	216243	217541	0.000000	0.000000	0.000000
gene_7270	jgi.p|Botci1|7270	Supercontig_1.25	+	218661	220639	2.234437	1.862733	1.923448
gene_7271	jgi.p|Botci1|7271	Supercontig_1.25	+	221048	221613	7.501828	6.253881	6.457723
gene_7272	jgi.p|Botci1|7272	Supercontig_1.25	-	222789	222974	5.203704	4.338055	4.479452
gene_7273	jgi.p|Botci1|7273	Supercontig_1.25	+	223300	223716	5.000000	4.168238	4.304100
gene_7274	jgi.p|Botci1|7274	Supercontig_1.25	-	223966	226956	11.952523	9.964192	10.288970
gene_7275	jgi.p|Botci1|7275	Supercontig_1.25	+	227271	227682	147.732101	123.156509	127.170738
gene_7276	jgi.p|Botci1|7276	Supercontig_1.25	-	229134	233770	7.890739	6.578094	6.792505
gene_7277	jgi.p|Botci1|7277	Supercontig_1.25	+	234029	235336	30.956404	25.806732	26.647890
gene_7278	jgi.p|Botci1|7278	Supercontig_1.25	+	237123	238494	2.101655	1.752040	1.809147
gene_7279	jgi.p|Botci1|7279	Supercontig_1.25	+	240923	242036	0.326349	0.272060	0.280928
gene_7280	jgi.p|Botci1|7280	Supercontig_1.25	+	243741	244403	0.717949	0.598516	0.618025
gene_7281	jgi.p|Botci1|7281	Supercontig_1.25	+	245193	247075	0.953475	0.794862	0.820770
gene_7282	jgi.p|Botci1|7282	Supercontig_1.25	+	247507	248652	29.557592	24.640615	25.443766
gene_7283	jgi.p|Botci1|7283	Supercontig_1.25	-	250094	251340	54.172733	45.160969	46.632969
gene_7284	jgi.p|Botci1|7284	Supercontig_1.25	-	251716	252582	35.226753	29.366699	30.323891
gene_7285	jgi.p|Botci1|7285	Supercontig_1.25	-	254820	256043	19.130718	15.948277	16.468103
gene_7286	jgi.p|Botci1|7286	Supercontig_1.25	-	257382	257805	0.000000	0.000000	0.000000
gene_7287	jgi.p|Botci1|7287	Supercontig_1.25	+	259888	261708	1009.689392	841.725098	869.160767
gene_7288	jgi.p|Botci1|7288	Supercontig_1.25	+	264835	265011	3.711864	3.094387	3.195247
gene_7289	jgi.p|Botci1|7289	Supercontig_1.25	+	267479	267649	1.748538	1.457664	1.505176
gene_7290	jgi.p|Botci1|7290	Supercontig_1.25	+	269402	272462	29.880724	24.909992	25.721924
gene_7291	jgi.p|Botci1|7291	Supercontig_1.25	-	274954	276642	24.540884	20.458448	21.125282
gene_7292	jgi.p|Botci1|7292	Supercontig_1.25	+	278386	279307	0.827160	0.689560	0.712036
gene_7293	jgi.p|Botci1|7293	Supercontig_1.25	+	279760	280749	9.467677	7.892705	8.149965
gene_7294	jgi.p|Botci1|7294	Supercontig_1.25	-	282055	282663	16.284073	13.575178	14.017655
gene_7295	jgi.p|Botci1|7295	Supercontig_1.25	-	284284	285216	8.752282	7.296319	7.534139
gene_7296	jgi.p|Botci1|7296	Supercontig_1.25	-	286556	289922	103.930870	86.641708	89.465759
gene_7297	jgi.p|Botci1|7297	Supercontig_1.25	+	290175	290670	43.086040	35.918575	37.089321
gene_7298	jgi.p|Botci1|7298	Supercontig_1.25	-	292890	293193	0.000000	0.000000	0.000000
gene_7299	jgi.p|Botci1|7299	Supercontig_1.25	+	294315	296125	45.431911	37.874203	39.108696
gene_7300	jgi.p|Botci1|7300	Supercontig_1.25	-	298268	299239	7.640946	6.369856	6.577479
gene_7301	jgi.p|Botci1|7301	Supercontig_1.25	-	300698	301959	0.446608	0.372314	0.384449
gene_7302	jgi.p|Botci1|7302	Supercontig_1.25	-	302414	302707	0.000000	0.000000	0.000000
gene_7303	jgi.p|Botci1|7303	Supercontig_1.25	-	303175	304634	0.000000	0.000000	0.000000
gene_7304	jgi.p|Botci1|7304	Supercontig_1.25	+	305870	311255	2.907519	2.423846	2.502850
gene_7305	jgi.p|Botci1|7305	Supercontig_1.25	-	311818	312173	90.839355	75.728012	78.196327
gene_7306	jgi.p|Botci1|7306	Supercontig_1.25	+	312796	313870	347.771332	289.918732	299.368500
gene_7307	jgi.p|Botci1|7307	Supercontig_1.25	-	314341	314679	2.260674	1.884605	1.946033
gene_7308	jgi.p|Botci1|7308	Supercontig_1.25	+	317376	318022	1.469727	1.225234	1.265170
gene_7309	jgi.p|Botci1|7309	Supercontig_1.25	+	319163	319495	1.024024	0.853675	0.881500
gene_7310	jgi.p|Botci1|7310	Supercontig_1.25	-	319900	321939	1.691226	1.409886	1.455841
gene_7311	jgi.p|Botci1|7311	Supercontig_1.25	-	323195	324718	1.102311	0.918939	0.948891
gene_7312	jgi.p|Botci1|7312	Supercontig_1.25	-	326329	327014	0.000000	0.000000	0.000000
gene_7313	jgi.p|Botci1|7313	Supercontig_1.25	-	328283	329766	0.000000	0.000000	0.000000
gene_7314	jgi.p|Botci1|7314	Supercontig_1.25	-	330961	331355	0.714894	0.595970	0.615395
gene_7315	jgi.p|Botci1|7315	Supercontig_1.25	+	332242	333164	0.000000	0.000000	0.000000
gene_7316	jgi.p|Botci1|7316	Supercontig_1.25	-	334621	336910	0.428571	0.357277	0.368922
gene_7317	jgi.p|Botci1|7317	Supercontig_1.25	-	337702	338359	14.889271	12.412404	12.816980
gene_7318	jgi.p|Botci1|7318	Supercontig_1.25	-	338979	339502	0.000000	0.000000	0.000000
gene_7319	jgi.p|Botci1|7319	Supercontig_1.25	+	339908	340840	2.156484	1.797747	1.856344
gene_7320	jgi.p|Botci1|7320	Supercontig_1.25	+	343822	345806	1.213552	1.011675	1.044650
gene_7321	jgi.p|Botci1|7321	Supercontig_1.25	+	349222	349556	1.928920	1.608039	1.660453
gene_7322	jgi.p|Botci1|7322	Supercontig_1.25	+	349684	350350	0.317635	0.264796	0.273427
gene_7323	jgi.p|Botci1|7323	Supercontig_1.25	-	350618	350803	19.139786	15.955836	16.475910
gene_7324	jgi.p|Botci1|7324	Supercontig_1.25	+	352412	355247	117.116379	97.633781	100.816116
gene_7386	jgi.p|Botci1|7386	Supercontig_1.26	-	56691	57073	0.000000	0.000000	0.000000
gene_7385	jgi.p|Botci1|7385	Supercontig_1.26	+	55460	55597	1.202899	1.002794	1.035479
gene_7387	jgi.p|Botci1|7387	Supercontig_1.26	+	59559	61478	0.000000	0.000000	0.000000
gene_7380	jgi.p|Botci1|7380	Supercontig_1.26	-	44717	46803	0.302260	0.251978	0.260191
gene_7381	jgi.p|Botci1|7381	Supercontig_1.26	+	47244	47872	1894.401001	1579.262695	1630.738037
gene_7382	jgi.p|Botci1|7382	Supercontig_1.26	+	48686	50654	88.250259	73.569618	75.967583
gene_7390	jgi.p|Botci1|7390	Supercontig_1.26	+	71036	72471	8.990237	7.494690	7.738976
gene_7388	jgi.p|Botci1|7388	Supercontig_1.26	-	62680	68345	34.588482	28.834606	29.774454
gene_7389	jgi.p|Botci1|7389	Supercontig_1.26	-	69135	69576	5.980928	4.985986	5.148502
gene_7394	jgi.p|Botci1|7394	Supercontig_1.26	+	78979	79590	0.000000	0.000000	0.000000
gene_7395	jgi.p|Botci1|7395	Supercontig_1.26	+	81446	83155	1.033333	0.861435	0.889514
gene_7396	jgi.p|Botci1|7396	Supercontig_1.26	+	84674	85420	4.867079	4.057428	4.189679
gene_7397	jgi.p|Botci1|7397	Supercontig_1.26	-	86142	88072	0.224299	0.186986	0.193081
gene_7398	jgi.p|Botci1|7398	Supercontig_1.26	+	88564	89735	0.501105	0.417745	0.431361
gene_7391	jgi.p|Botci1|7391	Supercontig_1.26	-	72837	73115	2.897019	2.415093	2.493812
gene_7392	jgi.p|Botci1|7392	Supercontig_1.26	-	73361	73801	17.685850	14.743766	15.224333
gene_7393	jgi.p|Botci1|7393	Supercontig_1.26	+	74176	75975	46.168785	38.488495	39.743011
gene_7399	jgi.p|Botci1|7399	Supercontig_1.26	+	93792	95206	0.892055	0.743659	0.767899
gene_7401	jgi.p|Botci1|7401	Supercontig_1.26	+	98813	100352	0.000000	0.000000	0.000000
gene_7403	jgi.p|Botci1|7403	Supercontig_1.26	+	105182	106834	0.107234	0.089395	0.092309
gene_7404	jgi.p|Botci1|7404	Supercontig_1.26	-	107235	108016	12.154971	10.132961	10.463241
gene_7408	jgi.p|Botci1|7408	Supercontig_1.26	-	113041	114422	0.000000	0.000000	0.000000
gene_7409	jgi.p|Botci1|7409	Supercontig_1.26	+	116400	116928	0.000000	0.000000	0.000000
gene_7406	jgi.p|Botci1|7406	Supercontig_1.26	-	110591	111178	0.729592	0.608223	0.628047
gene_7405	jgi.p|Botci1|7405	Supercontig_1.26	+	108628	109903	180.053024	150.100754	154.993240
gene_7411	jgi.p|Botci1|7411	Supercontig_1.26	+	120838	121729	31.336943	26.123966	26.975468
gene_7415	jgi.p|Botci1|7415	Supercontig_1.26	+	134613	136691	0.450312	0.375401	0.387638
gene_7414	jgi.p|Botci1|7414	Supercontig_1.26	-	129334	134043	1.120399	0.934018	0.964462
gene_7418	jgi.p|Botci1|7418	Supercontig_1.26	-	143876	144138	0.000000	0.000000	0.000000
gene_7412	jgi.p|Botci1|7412	Supercontig_1.26	+	125293	126028	339.808746	283.280731	292.514130
gene_7413	jgi.p|Botci1|7413	Supercontig_1.26	-	126567	128123	24.325626	20.278999	20.939983
gene_7420	jgi.p|Botci1|7420	Supercontig_1.26	+	145231	146236	3.632889	3.028549	3.127263
gene_7416	jgi.p|Botci1|7416	Supercontig_1.26	+	137482	140080	0.556858	0.464223	0.479354
gene_7417	jgi.p|Botci1|7417	Supercontig_1.26	-	140609	143214	3.729255	3.108884	3.210217
gene_7422	jgi.p|Botci1|7422	Supercontig_1.26	-	148975	150712	290.298248	242.006424	249.894516
gene_7423	jgi.p|Botci1|7423	Supercontig_1.26	-	152161	153168	199.092667	165.973114	171.382950
gene_7424	jgi.p|Botci1|7424	Supercontig_1.26	-	155648	157439	26.673992	22.236708	22.961504
gene_7425	jgi.p|Botci1|7425	Supercontig_1.26	+	157775	158369	81.199608	67.691856	69.898239
gene_7427	jgi.p|Botci1|7427	Supercontig_1.26	-	163682	163936	0.000000	0.000000	0.000000
gene_7428	jgi.p|Botci1|7428	Supercontig_1.26	+	165742	167497	0.327126	0.272708	0.281597
gene_7426	jgi.p|Botci1|7426	Supercontig_1.26	+	159627	163277	13.386194	11.159369	11.523103
gene_7429	jgi.p|Botci1|7429	Supercontig_1.26	-	167846	169345	6.985741	5.823646	6.013465
gene_7430	jgi.p|Botci1|7430	Supercontig_1.26	+	169466	169798	0.000000	0.000000	0.000000
gene_7433	jgi.p|Botci1|7433	Supercontig_1.26	+	177076	177697	0.000000	0.000000	0.000000
gene_7431	jgi.p|Botci1|7431	Supercontig_1.26	-	170154	170900	36.533066	30.455704	31.448391
gene_7432	jgi.p|Botci1|7432	Supercontig_1.26	+	171791	172322	16.098011	13.420068	13.857490
gene_7434	jgi.p|Botci1|7434	Supercontig_1.26	-	179006	180028	16.121212	13.439409	13.877461
gene_7436	jgi.p|Botci1|7436	Supercontig_1.26	-	183815	184634	0.000000	0.000000	0.000000
gene_7435	jgi.p|Botci1|7435	Supercontig_1.26	-	180615	182263	8.430859	7.028365	7.257452
gene_7438	jgi.p|Botci1|7438	Supercontig_1.26	+	189248	189541	0.380952	0.317580	0.327931
gene_7441	jgi.p|Botci1|7441	Supercontig_1.26	+	193428	194325	0.520458	0.433879	0.448021
gene_7443	jgi.p|Botci1|7443	Supercontig_1.26	+	198599	199189	0.000000	0.000000	0.000000
gene_7442	jgi.p|Botci1|7442	Supercontig_1.26	-	195945	198158	0.094044	0.078400	0.080955
gene_7439	jgi.p|Botci1|7439	Supercontig_1.26	+	191031	191633	9.487180	7.908964	8.166754
gene_7437	jgi.p|Botci1|7437	Supercontig_1.26	-	185843	186935	69.252411	57.732101	59.613853
gene_7444	jgi.p|Botci1|7444	Supercontig_1.26	+	200271	203840	0.482263	0.402037	0.415142
gene_7445	jgi.p|Botci1|7445	Supercontig_1.26	-	204246	206693	61.502895	51.271740	52.942921
gene_7446	jgi.p|Botci1|7446	Supercontig_1.26	-	207386	209428	29.594713	24.671562	25.475719
gene_7447	jgi.p|Botci1|7447	Supercontig_1.26	+	210265	211927	10.707242	8.926066	9.217008
gene_7448	jgi.p|Botci1|7448	Supercontig_1.26	+	212858	213591	19.746742	16.461824	16.998390
gene_7449	jgi.p|Botci1|7449	Supercontig_1.26	-	214513	215809	266.591278	222.243164	229.487091
gene_7454	jgi.p|Botci1|7454	Supercontig_1.26	-	230752	231806	0.000000	0.000000	0.000000
gene_7451	jgi.p|Botci1|7451	Supercontig_1.26	+	220870	221193	12.040123	10.037220	10.364378
gene_7450	jgi.p|Botci1|7450	Supercontig_1.26	-	216398	218751	47.401535	39.516174	40.804188
gene_7457	jgi.p|Botci1|7457	Supercontig_1.26	-	240841	241035	0.215385	0.179555	0.185408
gene_7455	jgi.p|Botci1|7455	Supercontig_1.26	+	234491	237865	17.706860	14.761281	15.242418
gene_7458	jgi.p|Botci1|7458	Supercontig_1.26	+	242396	244750	9.515336	7.932436	8.190991
gene_7460	jgi.p|Botci1|7460	Supercontig_1.26	-	250048	250849	0.213003	0.177569	0.183357
gene_7461	jgi.p|Botci1|7461	Supercontig_1.26	+	252097	252831	5.442177	4.536858	4.684734
gene_7462	jgi.p|Botci1|7462	Supercontig_1.26	+	254386	257148	7.104661	5.922783	6.115834
gene_7459	jgi.p|Botci1|7459	Supercontig_1.26	+	246340	248168	799.944031	666.871399	688.607788
gene_7468	jgi.p|Botci1|7468	Supercontig_1.26	-	267797	268126	1.818653	1.516116	1.565533
gene_7469	jgi.p|Botci1|7469	Supercontig_1.26	+	269329	270132	0.857143	0.714555	0.737846
gene_7467	jgi.p|Botci1|7467	Supercontig_1.26	-	263274	267464	0.414025	0.345151	0.356401
gene_7470	jgi.p|Botci1|7470	Supercontig_1.26	+	271402	272515	0.738749	0.615856	0.635930
gene_7463	jgi.p|Botci1|7463	Supercontig_1.26	+	257798	259501	146.644196	122.249573	126.234245
gene_7474	jgi.p|Botci1|7474	Supercontig_1.26	+	285282	286097	6.807407	5.674978	5.859952
gene_7475	jgi.p|Botci1|7475	Supercontig_1.26	-	286431	287293	11.477077	9.567838	9.879697
gene_7471	jgi.p|Botci1|7471	Supercontig_1.26	+	272999	275268	4.938834	4.117247	4.251447
gene_7472	jgi.p|Botci1|7472	Supercontig_1.26	+	275966	277687	4.129454	3.442509	3.554717
gene_7473	jgi.p|Botci1|7473	Supercontig_1.26	+	278787	282535	57.209312	47.692402	49.246918
gene_7476	jgi.p|Botci1|7476	Supercontig_1.26	+	288063	289777	213.635925	178.097076	183.902069
gene_7477	jgi.p|Botci1|7477	Supercontig_1.26	-	290327	290909	30.317400	25.274027	26.097822
gene_7478	jgi.p|Botci1|7478	Supercontig_1.26	+	291677	293497	755.779419	630.053711	650.589966
gene_7480	jgi.p|Botci1|7480	Supercontig_1.26	-	301821	303163	15.441603	12.872854	13.292440
gene_7483	jgi.p|Botci1|7483	Supercontig_1.26	+	309886	310544	1.572132	1.310604	1.353323
gene_7484	jgi.p|Botci1|7484	Supercontig_1.26	-	311177	311827	6.941628	5.786871	5.975492
gene_7479	jgi.p|Botci1|7479	Supercontig_1.26	+	293931	299074	128.498291	107.122292	110.613892
gene_7485	jgi.p|Botci1|7485	Supercontig_1.26	+	312118	313453	114.012459	95.046204	98.144196
gene_7487	jgi.p|Botci1|7487	Supercontig_1.26	+	316517	317535	0.807613	0.673265	0.695209
gene_7486	jgi.p|Botci1|7486	Supercontig_1.26	-	314464	316070	17.647968	14.712186	15.191723
gene_7488	jgi.p|Botci1|7488	Supercontig_1.26	-	319304	320512	107.038048	89.232010	92.140488
gene_7489	jgi.p|Botci1|7489	Supercontig_1.26	-	321269	321514	4.490589	3.743569	3.865589
gene_7492	jgi.p|Botci1|7492	Supercontig_1.26	+	327822	328152	0.000000	0.000000	0.000000
gene_7491	jgi.p|Botci1|7491	Supercontig_1.26	+	325267	325491	0.400000	0.333459	0.344328
gene_7493	jgi.p|Botci1|7493	Supercontig_1.26	+	329289	329537	0.706827	0.589245	0.608451
gene_7494	jgi.p|Botci1|7494	Supercontig_1.26	+	330581	332623	2.529613	2.108806	2.177541
gene_7490	jgi.p|Botci1|7490	Supercontig_1.26	+	323265	324550	145.439758	121.245499	125.197449
gene_7495	jgi.p|Botci1|7495	Supercontig_1.26	-	335169	336727	178.225632	148.577362	153.420181
gene_7496	jgi.p|Botci1|7496	Supercontig_1.26	-	339084	339257	0.839080	0.699497	0.722297
gene_7497	jgi.p|Botci1|7497	Supercontig_1.26	+	339414	340792	1.192536	0.994155	1.026559
gene_7498	jgi.p|Botci1|7498	Supercontig_1.26	-	341054	341322	0.720755	0.600856	0.620440
gene_7499	jgi.p|Botci1|7499	Supercontig_1.26	+	342584	345440	32.691612	27.253283	28.141592
gene_7501	jgi.p|Botci1|7501	Supercontig_1.26	-	352866	354026	0.488916	0.407584	0.420869
gene_7500	jgi.p|Botci1|7500	Supercontig_1.26	-	350650	352129	36.199303	30.177460	31.161083
gene_7502	jgi.p|Botci1|7502	Supercontig_1.26	-	359791	360189	653.721252	544.973145	562.736328
gene_7503	jgi.p|Botci1|7503	Supercontig_1.26	+	360882	362180	313.731812	261.541748	270.066589
gene_7504	jgi.p|Botci1|7504	Supercontig_1.26	+	362689	363752	971.069885	809.530090	835.916321
gene_7507	jgi.p|Botci1|7507	Supercontig_1.26	-	372036	372601	2.643460	2.203714	2.275543
gene_7508	jgi.p|Botci1|7508	Supercontig_1.26	-	374658	375006	3.615646	3.014174	3.112420
gene_7505	jgi.p|Botci1|7505	Supercontig_1.26	-	364501	364755	27.016163	22.521959	23.256052
gene_7506	jgi.p|Botci1|7506	Supercontig_1.26	+	365247	366214	46.259567	38.564178	39.821159
gene_7509	jgi.p|Botci1|7509	Supercontig_1.26	+	376063	376643	10.220306	8.520134	8.797843
