Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene_15785	jgi.p|Botci1|15785	Supercontig_1.9	+	436997	437656	6.663636	4.967781	5.370499
gene_15784	jgi.p|Botci1|15784	Supercontig_1.9	+	428820	430467	124.998642	93.187241	100.741570
gene_15786	jgi.p|Botci1|15786	Supercontig_1.9	-	439070	440238	24.162212	18.013073	19.473324
gene_15788	jgi.p|Botci1|15788	Supercontig_1.9	-	448934	449844	13.434731	10.015674	10.827605
gene_15789	jgi.p|Botci1|15789	Supercontig_1.9	+	452169	453482	3.568416	2.660275	2.875934
gene_15790	jgi.p|Botci1|15790	Supercontig_1.9	+	454199	454507	5.783715	4.311794	4.661335
gene_15791	jgi.p|Botci1|15791	Supercontig_1.9	+	456325	457802	11.473684	8.553700	9.247115
gene_15792	jgi.p|Botci1|15792	Supercontig_1.9	-	458602	459181	13.060429	9.736628	10.525939
gene_15787	jgi.p|Botci1|15787	Supercontig_1.9	+	442028	448269	98.407661	73.363503	79.310799
gene_15793	jgi.p|Botci1|15793	Supercontig_1.9	-	460643	461381	234.265396	174.646255	188.804138
gene_15794	jgi.p|Botci1|15794	Supercontig_1.9	+	462179	464212	211.466782	157.649750	170.429810
gene_15797	jgi.p|Botci1|15797	Supercontig_1.9	+	469280	469936	3.703196	2.760755	2.984558
gene_15798	jgi.p|Botci1|15798	Supercontig_1.9	-	472163	472506	3.927273	2.927805	3.165151
gene_15795	jgi.p|Botci1|15795	Supercontig_1.9	-	465021	466895	50.810135	37.879257	40.949986
gene_15796	jgi.p|Botci1|15796	Supercontig_1.9	+	467437	468447	30.049267	22.401909	24.217943
gene_15802	jgi.p|Botci1|15802	Supercontig_1.9	+	484722	485080	0.000000	0.000000	0.000000
gene_15803	jgi.p|Botci1|15803	Supercontig_1.9	+	485914	486338	0.000000	0.000000	0.000000
gene_15799	jgi.p|Botci1|15799	Supercontig_1.9	-	474845	476144	117.068810	87.275497	94.350586
gene_15800	jgi.p|Botci1|15800	Supercontig_1.9	-	476469	476953	2.229097	1.661805	1.796521
gene_15801	jgi.p|Botci1|15801	Supercontig_1.9	+	477698	480757	69.419136	51.752384	55.947746
gene_15806	jgi.p|Botci1|15806	Supercontig_1.9	-	491474	492511	56.027596	41.768906	45.154953
gene_15807	jgi.p|Botci1|15807	Supercontig_1.9	-	493868	495618	61.137180	45.578133	49.272976
gene_15808	jgi.p|Botci1|15808	Supercontig_1.9	+	496273	497470	37.094357	27.654064	29.895872
gene_15811	jgi.p|Botci1|15811	Supercontig_1.9	+	505023	506592	1.206804	0.899680	0.972613
gene_15812	jgi.p|Botci1|15812	Supercontig_1.9	+	506840	511168	4.104937	3.060255	3.308338
gene_15813	jgi.p|Botci1|15813	Supercontig_1.9	+	513829	514774	2.117930	1.578929	1.706927
gene_15814	jgi.p|Botci1|15814	Supercontig_1.9	+	515544	516599	0.000000	0.000000	0.000000
gene_15815	jgi.p|Botci1|15815	Supercontig_1.9	+	517179	518117	0.000000	0.000000	0.000000
gene_15818	jgi.p|Botci1|15818	Supercontig_1.9	+	520307	522462	5.002200	3.729170	4.031479
gene_15809	jgi.p|Botci1|15809	Supercontig_1.9	+	500004	502224	67.594460	50.392075	54.477161
gene_15810	jgi.p|Botci1|15810	Supercontig_1.9	+	503025	504436	368.355286	274.611053	296.872742
gene_15819	jgi.p|Botci1|15819	Supercontig_1.9	-	525078	526219	33.706657	25.128515	27.165585
gene_15820	jgi.p|Botci1|15820	Supercontig_1.9	-	526611	528039	78.885498	58.809608	63.577076
gene_15821	jgi.p|Botci1|15821	Supercontig_1.9	-	528699	530115	23.977724	17.875536	19.324636
gene_15822	jgi.p|Botci1|15822	Supercontig_1.9	+	530710	532092	24.810642	18.496481	19.995920
gene_526	jgi.p|Botci1|526	Supercontig_1.10	+	2907	3808	47.006290	35.043468	37.884312
gene_527	jgi.p|Botci1|527	Supercontig_1.10	-	9950	10198	149.899582	111.751030	120.810257
gene_528	jgi.p|Botci1|528	Supercontig_1.10	-	10498	12649	139.544739	104.031441	112.464859
gene_529	jgi.p|Botci1|529	Supercontig_1.10	-	13744	16059	47.876926	35.692535	38.585991
gene_530	jgi.p|Botci1|530	Supercontig_1.10	-	16768	17407	36.433674	27.161522	29.363400
gene_531	jgi.p|Botci1|531	Supercontig_1.10	+	17715	19028	17.295691	12.894040	13.939310
gene_532	jgi.p|Botci1|532	Supercontig_1.10	+	20582	21443	298.291107	222.377792	240.405106
gene_533	jgi.p|Botci1|533	Supercontig_1.10	+	22011	23219	235.981873	175.925888	190.187531
gene_534	jgi.p|Botci1|534	Supercontig_1.10	+	24321	25787	303.783722	226.472565	244.831833
gene_537	jgi.p|Botci1|537	Supercontig_1.10	-	33566	33949	0.000000	0.000000	0.000000
gene_535	jgi.p|Botci1|535	Supercontig_1.10	-	27171	31832	24.396624	18.187828	19.662247
gene_536	jgi.p|Botci1|536	Supercontig_1.10	+	32373	33193	23.950932	17.855562	19.303043
gene_538	jgi.p|Botci1|538	Supercontig_1.10	+	34994	37184	92.124512	68.679375	74.246948
gene_539	jgi.p|Botci1|539	Supercontig_1.10	-	37724	38443	60.740276	45.282238	48.953094
gene_543	jgi.p|Botci1|543	Supercontig_1.10	+	42946	43149	0.769608	0.573747	0.620259
gene_542	jgi.p|Botci1|542	Supercontig_1.10	+	41771	42541	0.327635	0.244254	0.264055
gene_540	jgi.p|Botci1|540	Supercontig_1.10	+	38770	39475	12.742064	9.499285	10.269355
gene_541	jgi.p|Botci1|541	Supercontig_1.10	+	39805	40767	25.423676	18.953503	20.489990
gene_545	jgi.p|Botci1|545	Supercontig_1.10	-	46212	48071	43.396507	32.352356	34.975037
gene_546	jgi.p|Botci1|546	Supercontig_1.10	-	48684	49807	41.694778	31.083706	33.603542
gene_547	jgi.p|Botci1|547	Supercontig_1.10	+	50203	50447	20.468084	15.259080	16.496073
gene_548	jgi.p|Botci1|548	Supercontig_1.10	-	50901	51565	48.881081	36.441139	39.395279
gene_553	jgi.p|Botci1|553	Supercontig_1.10	-	57725	58192	4.916667	3.665405	3.962545
gene_549	jgi.p|Botci1|549	Supercontig_1.10	+	52126	53896	41.940662	31.267014	33.801708
gene_550	jgi.p|Botci1|550	Supercontig_1.10	-	54151	54819	28.038094	20.902565	22.597057
gene_551	jgi.p|Botci1|551	Supercontig_1.10	+	55142	55608	179.741745	133.998535	144.861282
gene_552	jgi.p|Botci1|552	Supercontig_1.10	-	56053	56993	1.696584	1.264813	1.367347
gene_559	jgi.p|Botci1|559	Supercontig_1.10	+	69778	71292	11.246864	8.384604	9.064312
gene_561	jgi.p|Botci1|561	Supercontig_1.10	+	74028	74228	1.626866	1.212838	1.311158
gene_560	jgi.p|Botci1|560	Supercontig_1.10	-	72876	73370	3.292929	2.454898	2.653907
gene_555	jgi.p|Botci1|555	Supercontig_1.10	-	64660	64882	0.000000	0.000000	0.000000
gene_556	jgi.p|Botci1|556	Supercontig_1.10	-	65140	66417	37.885757	28.244061	30.533693
gene_557	jgi.p|Botci1|557	Supercontig_1.10	+	67059	67438	11.233346	8.374527	9.053418
gene_558	jgi.p|Botci1|558	Supercontig_1.10	-	67728	68813	437.297394	326.007812	352.436035
gene_562	jgi.p|Botci1|562	Supercontig_1.10	-	76389	77526	25.090809	18.705349	20.221718
gene_563	jgi.p|Botci1|563	Supercontig_1.10	-	78364	79203	38.173809	28.458803	30.765846
gene_564	jgi.p|Botci1|564	Supercontig_1.10	-	80953	81105	5.130719	3.824982	4.135058
gene_565	jgi.p|Botci1|565	Supercontig_1.10	+	81498	82569	6.314309	4.707355	5.088962
gene_567	jgi.p|Botci1|567	Supercontig_1.10	-	85158	88019	19.057835	14.207729	15.359495
gene_569	jgi.p|Botci1|569	Supercontig_1.10	-	92168	92674	32.891514	24.520819	26.508629
gene_568	jgi.p|Botci1|568	Supercontig_1.10	-	88978	91107	131.751602	98.221603	106.184052
gene_570	jgi.p|Botci1|570	Supercontig_1.10	+	93626	94303	25.696463	19.156866	20.709839
gene_572	jgi.p|Botci1|572	Supercontig_1.10	-	99738	99836	5.444445	4.058867	4.387903
gene_571	jgi.p|Botci1|571	Supercontig_1.10	-	95639	97039	17.584740	13.109529	14.172268
gene_573	jgi.p|Botci1|573	Supercontig_1.10	-	101402	102829	88.021011	65.620186	70.939758
gene_574	jgi.p|Botci1|574	Supercontig_1.10	-	103178	104728	96.981941	72.300621	78.161758
gene_575	jgi.p|Botci1|575	Supercontig_1.10	-	105321	108699	40.714111	30.352615	32.813183
gene_576	jgi.p|Botci1|576	Supercontig_1.10	+	109087	110538	9.143143	6.816267	7.368836
gene_577	jgi.p|Botci1|577	Supercontig_1.10	-	110791	111737	13.326770	9.935186	10.740594
gene_578	jgi.p|Botci1|578	Supercontig_1.10	+	111991	114843	39.043827	29.107405	31.467031
gene_579	jgi.p|Botci1|579	Supercontig_1.10	-	118336	119582	77.930519	58.097668	62.807423
gene_580	jgi.p|Botci1|580	Supercontig_1.10	+	121146	122738	160.686752	119.792931	129.504089
gene_581	jgi.p|Botci1|581	Supercontig_1.10	+	123754	123882	0.697674	0.520120	0.562284
gene_582	jgi.p|Botci1|582	Supercontig_1.10	+	124571	126671	78.104187	58.227142	62.947384
gene_583	jgi.p|Botci1|583	Supercontig_1.10	+	127466	129087	125.781059	93.770531	101.372139
gene_584	jgi.p|Botci1|584	Supercontig_1.10	-	129795	131137	42.177170	31.443333	33.992321
gene_585	jgi.p|Botci1|585	Supercontig_1.10	+	132900	133250	31.000004	23.110687	24.984180
gene_588	jgi.p|Botci1|588	Supercontig_1.10	+	138812	139777	7.687972	5.731429	6.196054
gene_589	jgi.p|Botci1|589	Supercontig_1.10	-	140088	140750	30.488691	22.729500	24.572094
gene_586	jgi.p|Botci1|586	Supercontig_1.10	+	135698	136474	1722.785278	1284.346802	1388.463867
gene_587	jgi.p|Botci1|587	Supercontig_1.10	-	136814	138321	13.955256	10.403727	11.247117
gene_590	jgi.p|Botci1|590	Supercontig_1.10	+	141446	144008	43.846123	32.687546	35.337399
gene_591	jgi.p|Botci1|591	Supercontig_1.10	-	146993	147851	200.889740	149.764511	161.905334
gene_592	jgi.p|Botci1|592	Supercontig_1.10	-	148682	148907	8.666667	6.461052	6.984825
gene_593	jgi.p|Botci1|593	Supercontig_1.10	+	149319	149525	8.516909	6.349406	6.864129
gene_594	jgi.p|Botci1|594	Supercontig_1.10	-	151574	152703	35.080265	26.152548	28.272633
gene_595	jgi.p|Botci1|595	Supercontig_1.10	+	153462	154260	50.716522	37.809467	40.874538
gene_596	jgi.p|Botci1|596	Supercontig_1.10	-	154558	155336	40.231010	29.992458	32.423832
gene_597	jgi.p|Botci1|597	Supercontig_1.10	-	156130	157444	58.851269	43.873974	47.430664
gene_599	jgi.p|Botci1|599	Supercontig_1.10	-	160336	160497	0.746914	0.556829	0.601969
gene_598	jgi.p|Botci1|598	Supercontig_1.10	+	158949	159687	10.796295	8.048702	8.701180
gene_600	jgi.p|Botci1|600	Supercontig_1.10	-	163310	164042	79.923180	59.583210	64.413383
gene_601	jgi.p|Botci1|601	Supercontig_1.10	-	164917	165954	89.060692	66.395279	71.777679
gene_602	jgi.p|Botci1|602	Supercontig_1.10	+	166293	167593	16.526230	12.320403	13.319171
gene_603	jgi.p|Botci1|603	Supercontig_1.10	+	168591	169873	114.048042	85.023499	91.916023
gene_606	jgi.p|Botci1|606	Supercontig_1.10	+	176276	178916	7.909490	5.896572	6.374584
gene_604	jgi.p|Botci1|604	Supercontig_1.10	-	172526	173248	826.882324	616.445740	666.418579
gene_605	jgi.p|Botci1|605	Supercontig_1.10	+	174225	175029	241.284317	179.878906	194.460983
gene_607	jgi.p|Botci1|607	Supercontig_1.10	-	180765	182519	68.185753	50.832886	54.953712
gene_609	jgi.p|Botci1|609	Supercontig_1.10	-	185330	185449	0.908333	0.677168	0.732063
gene_608	jgi.p|Botci1|608	Supercontig_1.10	+	183543	184511	56.647339	42.230930	45.654427
gene_610	jgi.p|Botci1|610	Supercontig_1.10	+	187261	188232	287.458862	214.302292	231.674942
gene_613	jgi.p|Botci1|613	Supercontig_1.10	-	193163	193813	0.000000	0.000000	0.000000
gene_612	jgi.p|Botci1|612	Supercontig_1.10	-	192017	192646	1.438095	1.072108	1.159020
gene_611	jgi.p|Botci1|611	Supercontig_1.10	-	188794	190176	93.519722	69.719513	75.371399
gene_614	jgi.p|Botci1|614	Supercontig_1.10	+	194399	195287	1.866500	1.391487	1.504289
gene_615	jgi.p|Botci1|615	Supercontig_1.10	-	197341	198957	1.511425	1.126776	1.218120
gene_617	jgi.p|Botci1|617	Supercontig_1.10	+	202827	203096	1.722222	1.283927	1.388010
gene_616	jgi.p|Botci1|616	Supercontig_1.10	-	199454	202036	7.823331	5.832341	6.305146
gene_618	jgi.p|Botci1|618	Supercontig_1.10	+	204365	204691	5.795566	4.320630	4.670887
gene_619	jgi.p|Botci1|619	Supercontig_1.10	-	205433	207693	191.399719	142.689636	154.256927
gene_620	jgi.p|Botci1|620	Supercontig_1.10	+	209858	211958	5.833395	4.348831	4.701374
gene_621	jgi.p|Botci1|621	Supercontig_1.10	-	212150	214171	33.150345	24.713781	26.717230
gene_622	jgi.p|Botci1|622	Supercontig_1.10	+	214443	215668	35.443588	26.423409	28.565451
gene_623	jgi.p|Botci1|623	Supercontig_1.10	-	215919	216380	165.660446	123.500847	133.512589
gene_624	jgi.p|Botci1|624	Supercontig_1.10	+	217751	218905	88.215416	65.765114	71.096443
gene_626	jgi.p|Botci1|626	Supercontig_1.10	+	230698	231253	0.000000	0.000000	0.000000
gene_627	jgi.p|Botci1|627	Supercontig_1.10	-	231821	232539	2.144481	1.598723	1.728326
gene_628	jgi.p|Botci1|628	Supercontig_1.10	+	232879	233440	0.693693	0.517152	0.559076
gene_625	jgi.p|Botci1|625	Supercontig_1.10	-	223800	228811	8.547801	6.372437	6.889026
gene_629	jgi.p|Botci1|629	Supercontig_1.10	-	233933	237046	5.604195	4.177961	4.516652
gene_630	jgi.p|Botci1|630	Supercontig_1.10	-	238657	239525	1106.941895	825.231873	892.130310
gene_631	jgi.p|Botci1|631	Supercontig_1.10	+	240322	242777	76.761047	57.225819	61.864895
gene_635	jgi.p|Botci1|635	Supercontig_1.10	-	248186	248631	0.000000	0.000000	0.000000
gene_636	jgi.p|Botci1|636	Supercontig_1.10	-	249545	250215	0.000000	0.000000	0.000000
gene_632	jgi.p|Botci1|632	Supercontig_1.10	-	243282	243860	6.616580	4.932700	5.332575
gene_633	jgi.p|Botci1|633	Supercontig_1.10	+	244403	246063	111.177734	82.883667	89.602722
gene_639	jgi.p|Botci1|639	Supercontig_1.10	+	255038	255227	0.000000	0.000000	0.000000
gene_638	jgi.p|Botci1|638	Supercontig_1.10	-	251558	252896	33.514065	24.984936	27.010366
gene_640	jgi.p|Botci1|640	Supercontig_1.10	-	256467	257867	74.024254	55.185524	59.659203
gene_641	jgi.p|Botci1|641	Supercontig_1.10	-	258398	259079	10.741887	8.008141	8.657330
gene_645	jgi.p|Botci1|645	Supercontig_1.10	-	268504	269178	5.977778	4.456470	4.817738
gene_646	jgi.p|Botci1|646	Supercontig_1.10	+	273160	273315	3.192308	2.379885	2.572813
gene_642	jgi.p|Botci1|642	Supercontig_1.10	-	260186	261199	24.370340	18.168234	19.641062
gene_643	jgi.p|Botci1|643	Supercontig_1.10	+	261780	262321	9.358179	6.976579	7.542142
gene_644	jgi.p|Botci1|644	Supercontig_1.10	+	263001	265608	210.566147	156.978333	169.703949
gene_647	jgi.p|Botci1|647	Supercontig_1.10	+	275333	276252	1039.958984	775.295654	838.145874
gene_648	jgi.p|Botci1|648	Supercontig_1.10	-	276747	278642	45.515045	33.931740	36.682453
gene_649	jgi.p|Botci1|649	Supercontig_1.10	+	278971	281352	23.937027	17.845196	19.291838
gene_650	jgi.p|Botci1|650	Supercontig_1.10	-	281954	283843	36.163456	26.960073	29.145620
gene_651	jgi.p|Botci1|651	Supercontig_1.10	-	284321	285688	63.676559	47.471256	51.319569
gene_652	jgi.p|Botci1|652	Supercontig_1.10	+	286304	288070	85.940826	64.069405	69.263252
gene_653	jgi.p|Botci1|653	Supercontig_1.10	+	288907	289558	48.982391	36.516666	39.476933
gene_654	jgi.p|Botci1|654	Supercontig_1.10	-	289827	290928	48.868195	36.431534	39.384895
gene_655	jgi.p|Botci1|655	Supercontig_1.10	+	291203	292697	73.642410	54.900856	59.351456
gene_656	jgi.p|Botci1|656	Supercontig_1.10	+	293164	293445	1.448148	1.079603	1.167122
gene_657	jgi.p|Botci1|657	Supercontig_1.10	-	293967	294683	215.701813	160.806992	173.842987
gene_658	jgi.p|Botci1|658	Supercontig_1.10	+	295475	295636	6.351852	4.735343	5.119220
gene_659	jgi.p|Botci1|659	Supercontig_1.10	+	296955	297044	3.577778	2.667255	2.883479
gene_662	jgi.p|Botci1|662	Supercontig_1.10	+	302111	302448	1.934507	1.442187	1.559099
gene_663	jgi.p|Botci1|663	Supercontig_1.10	-	303131	303773	2.502552	1.865668	2.016910
gene_660	jgi.p|Botci1|660	Supercontig_1.10	+	298232	299590	30.672684	22.866669	24.720381
gene_661	jgi.p|Botci1|661	Supercontig_1.10	+	301021	301527	323.603729	241.248520	260.805603
gene_664	jgi.p|Botci1|664	Supercontig_1.10	-	304422	305672	42.314949	31.546047	34.103363
gene_665	jgi.p|Botci1|665	Supercontig_1.10	+	306075	307503	78.601830	58.598133	63.348461
gene_666	jgi.p|Botci1|666	Supercontig_1.10	+	311094	312776	12.863338	9.589696	10.367095
gene_667	jgi.p|Botci1|667	Supercontig_1.10	-	314309	314983	44.819260	33.413025	36.121693
gene_668	jgi.p|Botci1|668	Supercontig_1.10	-	316927	319268	47.768761	35.611897	38.498814
gene_669	jgi.p|Botci1|669	Supercontig_1.10	+	319555	320925	6.283105	4.684092	5.063814
gene_673	jgi.p|Botci1|673	Supercontig_1.10	-	329606	331353	6.519708	4.860481	5.254502
gene_674	jgi.p|Botci1|674	Supercontig_1.10	-	331856	332595	0.630557	0.470084	0.508192
gene_675	jgi.p|Botci1|675	Supercontig_1.10	-	333716	334504	5.885931	4.387997	4.743715
gene_670	jgi.p|Botci1|670	Supercontig_1.10	-	323057	323941	75.389557	56.203365	60.759556
gene_671	jgi.p|Botci1|671	Supercontig_1.10	-	324368	324457	17.255556	12.864121	13.906964
gene_672	jgi.p|Botci1|672	Supercontig_1.10	-	325033	327412	232.559677	173.374634	187.429443
gene_676	jgi.p|Botci1|676	Supercontig_1.10	-	335460	339953	10.148251	7.565581	8.178894
gene_679	jgi.p|Botci1|679	Supercontig_1.10	+	351671	351967	2.832772	2.111849	2.283048
gene_677	jgi.p|Botci1|677	Supercontig_1.10	+	340722	342356	116.613533	86.936089	93.983665
gene_678	jgi.p|Botci1|678	Supercontig_1.10	-	343303	347786	103.936401	77.485207	83.766632
gene_681	jgi.p|Botci1|681	Supercontig_1.10	+	360781	361424	156.059708	116.343452	125.774963
gene_682	jgi.p|Botci1|682	Supercontig_1.10	-	364396	367181	73.149170	54.533142	58.953934
gene_683	jgi.p|Botci1|683	Supercontig_1.10	-	367820	369292	128.165253	95.547958	103.293671
gene_684	jgi.p|Botci1|684	Supercontig_1.10	+	369952	370242	23.424198	17.462879	18.878527
gene_685	jgi.p|Botci1|685	Supercontig_1.10	-	370847	372232	33.860752	25.243393	27.289778
gene_686	jgi.p|Botci1|686	Supercontig_1.10	+	373073	375658	24.871616	18.541939	20.045061
gene_688	jgi.p|Botci1|688	Supercontig_1.10	-	378846	380102	6.198091	4.620714	4.995297
gene_689	jgi.p|Botci1|689	Supercontig_1.10	-	380376	384083	2.353438	1.754502	1.896733
gene_690	jgi.p|Botci1|690	Supercontig_1.10	-	385216	388541	64.540756	48.115520	52.016060
gene_693	jgi.p|Botci1|693	Supercontig_1.10	+	393525	393844	38.444443	28.660561	30.983963
gene_691	jgi.p|Botci1|691	Supercontig_1.10	-	390701	391972	63.146133	47.075817	50.892075
gene_692	jgi.p|Botci1|692	Supercontig_1.10	-	392234	393048	299.605347	223.357590	241.464310
gene_694	jgi.p|Botci1|694	Supercontig_1.10	-	394217	394489	27.417582	20.439970	22.096960
gene_695	jgi.p|Botci1|695	Supercontig_1.10	+	394879	396724	105.804604	78.877968	85.272293
gene_697	jgi.p|Botci1|697	Supercontig_1.10	+	404584	404748	1.024242	0.763579	0.825479
gene_696	jgi.p|Botci1|696	Supercontig_1.10	-	400168	403655	48.020977	35.799927	38.702087
gene_699	jgi.p|Botci1|699	Supercontig_1.10	+	413252	414160	2.814149	2.097965	2.268039
gene_698	jgi.p|Botci1|698	Supercontig_1.10	+	405550	412250	98.226151	73.228180	79.164505
gene_702	jgi.p|Botci1|702	Supercontig_1.10	+	419727	420116	0.846154	0.630813	0.681950
gene_700	jgi.p|Botci1|700	Supercontig_1.10	-	414736	416114	71.066002	52.980129	57.275021
gene_701	jgi.p|Botci1|701	Supercontig_1.10	+	416587	418089	12.607451	9.398931	10.160865
gene_705	jgi.p|Botci1|705	Supercontig_1.10	-	423513	423842	1.162346	0.866536	0.936783
gene_706	jgi.p|Botci1|706	Supercontig_1.10	+	424752	425389	1.542955	1.150282	1.243531
gene_703	jgi.p|Botci1|703	Supercontig_1.10	-	421413	422031	119.103249	88.792183	95.990219
gene_704	jgi.p|Botci1|704	Supercontig_1.10	+	422307	422509	46.207405	34.447899	37.240452
gene_707	jgi.p|Botci1|707	Supercontig_1.10	-	427868	428316	2.867105	2.137444	2.310718
gene_708	jgi.p|Botci1|708	Supercontig_1.10	+	429388	429498	6.369370	4.748404	5.133338
gene_709	jgi.p|Botci1|709	Supercontig_1.10	+	430795	431939	169.164597	126.113220	136.336731
gene_711	jgi.p|Botci1|711	Supercontig_1.10	+	434880	435378	2.310521	1.722507	1.862144
gene_712	jgi.p|Botci1|712	Supercontig_1.10	-	437683	437949	7.898876	5.888659	6.366030
gene_710	jgi.p|Botci1|710	Supercontig_1.10	+	432395	433158	155.055496	115.594795	124.965630
gene_714	jgi.p|Botci1|714	Supercontig_1.10	+	442676	442984	0.508091	0.378785	0.409491
gene_713	jgi.p|Botci1|713	Supercontig_1.10	+	438690	440980	73.412315	54.729317	59.166012
gene_715	jgi.p|Botci1|715	Supercontig_1.10	+	447524	449527	7.647751	5.701444	6.163638
gene_716	jgi.p|Botci1|716	Supercontig_1.10	+	450034	452516	76.334549	56.907860	61.521164
gene_717	jgi.p|Botci1|717	Supercontig_1.10	-	453260	456749	38.953724	29.040236	31.394413
gene_719	jgi.p|Botci1|719	Supercontig_1.10	-	463053	463718	0.000000	0.000000	0.000000
gene_721	jgi.p|Botci1|721	Supercontig_1.10	-	464534	465584	0.392906	0.292914	0.316659
gene_718	jgi.p|Botci1|718	Supercontig_1.10	+	459522	461200	61.699203	45.997120	49.725929
gene_720	jgi.p|Botci1|720	Supercontig_1.10	+	464018	464273	0.000000	0.000000	0.000000
gene_1294	jgi.p|Botci1|1294	Supercontig_1.11	+	7514	7935	2.918314	2.175621	2.351990
gene_1293	jgi.p|Botci1|1293	Supercontig_1.11	-	56	6077	41.999748	31.311064	33.849331
gene_1295	jgi.p|Botci1|1295	Supercontig_1.11	+	10194	11345	61.175529	45.606724	49.303883
gene_1296	jgi.p|Botci1|1296	Supercontig_1.11	-	11810	13154	582.614319	434.342468	469.552917
gene_1297	jgi.p|Botci1|1297	Supercontig_1.11	+	14056	16373	33.879139	25.257101	27.304596
gene_1298	jgi.p|Botci1|1298	Supercontig_1.11	-	17089	18752	5.474760	4.081467	4.412336
gene_1299	jgi.p|Botci1|1299	Supercontig_1.11	-	19422	19694	7.857143	5.857547	6.332396
gene_1300	jgi.p|Botci1|1300	Supercontig_1.11	+	21289	22234	83.585587	62.313557	67.365074
gene_1301	jgi.p|Botci1|1301	Supercontig_1.11	-	22772	24112	44.033493	32.827232	35.488407
gene_1302	jgi.p|Botci1|1302	Supercontig_1.11	+	25207	26491	23.602844	17.596062	19.022507
gene_1303	jgi.p|Botci1|1303	Supercontig_1.11	-	27053	28030	2.164518	1.613661	1.744474
gene_1304	jgi.p|Botci1|1304	Supercontig_1.11	+	28497	29152	2.494048	1.859328	2.010056
gene_1305	jgi.p|Botci1|1305	Supercontig_1.11	+	29992	30129	45.702900	34.071785	36.833851
gene_1306	jgi.p|Botci1|1306	Supercontig_1.11	-	30807	33399	18.124901	13.512221	14.607605
gene_1307	jgi.p|Botci1|1307	Supercontig_1.11	+	33712	34243	91.979164	68.571014	74.129807
gene_1308	jgi.p|Botci1|1308	Supercontig_1.11	-	34490	35501	177.882462	132.612442	143.362823
gene_1309	jgi.p|Botci1|1309	Supercontig_1.11	+	36061	37779	20.662449	15.403978	16.652719
gene_1310	jgi.p|Botci1|1310	Supercontig_1.11	+	39157	39813	62.162163	46.342262	50.099052
gene_1311	jgi.p|Botci1|1311	Supercontig_1.11	-	40930	41607	0.000000	0.000000	0.000000
gene_1313	jgi.p|Botci1|1313	Supercontig_1.11	+	45412	46170	0.000000	0.000000	0.000000
gene_1312	jgi.p|Botci1|1312	Supercontig_1.11	-	42224	44376	5.832051	4.347829	4.700291
gene_1314	jgi.p|Botci1|1314	Supercontig_1.11	-	46446	47448	30.790939	22.954828	24.815689
gene_1315	jgi.p|Botci1|1315	Supercontig_1.11	-	48150	49598	50.017246	37.288158	40.310966
gene_1316	jgi.p|Botci1|1316	Supercontig_1.11	+	50763	52205	70.179489	52.319229	56.560543
gene_1317	jgi.p|Botci1|1317	Supercontig_1.11	+	52894	53046	3.725490	2.777375	3.002526
gene_1318	jgi.p|Botci1|1318	Supercontig_1.11	+	53625	54631	102.738541	76.592194	82.801224
gene_1319	jgi.p|Botci1|1319	Supercontig_1.11	-	55675	55931	0.000000	0.000000	0.000000
gene_1320	jgi.p|Botci1|1320	Supercontig_1.11	+	56275	58301	86.753746	64.675438	69.918419
gene_1322	jgi.p|Botci1|1322	Supercontig_1.11	+	61842	63210	1.013092	0.755266	0.816493
gene_1321	jgi.p|Botci1|1321	Supercontig_1.11	+	59717	61141	148.078003	110.393036	119.342171
gene_1324	jgi.p|Botci1|1324	Supercontig_1.11	+	67008	67835	7.086845	5.283285	5.711581
gene_1323	jgi.p|Botci1|1323	Supercontig_1.11	+	63730	66396	39.267654	29.274273	31.647425
gene_1325	jgi.p|Botci1|1325	Supercontig_1.11	-	68273	68974	133.854706	99.789482	107.879028
gene_1326	jgi.p|Botci1|1326	Supercontig_1.11	+	69287	70266	41.985264	31.300266	33.837658
gene_1327	jgi.p|Botci1|1327	Supercontig_1.11	-	70524	71715	60.153431	44.844746	48.480137
gene_1328	jgi.p|Botci1|1328	Supercontig_1.11	+	72132	75736	28.545280	21.280678	23.005819
gene_1329	jgi.p|Botci1|1329	Supercontig_1.11	-	76224	76975	7.094828	5.289237	5.718015
gene_1332	jgi.p|Botci1|1332	Supercontig_1.11	+	83959	84626	0.493682	0.368043	0.397879
gene_1330	jgi.p|Botci1|1330	Supercontig_1.11	-	77835	79803	33.591557	25.042706	27.072821
gene_1334	jgi.p|Botci1|1334	Supercontig_1.11	-	91064	91373	0.000000	0.000000	0.000000
gene_1333	jgi.p|Botci1|1333	Supercontig_1.11	+	87558	89413	77.072891	57.458302	62.116219
gene_1335	jgi.p|Botci1|1335	Supercontig_1.11	-	97839	101339	5.020195	3.742585	4.045982
gene_1336	jgi.p|Botci1|1336	Supercontig_1.11	+	101594	101880	4.477612	3.338087	3.608692
gene_1337	jgi.p|Botci1|1337	Supercontig_1.11	-	103177	103649	0.000000	0.000000	0.000000
gene_1338	jgi.p|Botci1|1338	Supercontig_1.11	+	104319	107375	62.835808	46.844471	50.641972
gene_1339	jgi.p|Botci1|1339	Supercontig_1.11	-	109367	111015	141.684174	105.626404	114.189125
