Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene_8356	jgi.p|Botci1|8356	Supercontig_1.3	-	884322	884738	1.285372	0.985525	0.983618
gene_8355	jgi.p|Botci1|8355	Supercontig_1.3	-	883279	884055	1.150892	0.882416	0.880708
gene_8351	jgi.p|Botci1|8351	Supercontig_1.3	+	876233	878314	38.642574	29.628162	29.570839
gene_8360	jgi.p|Botci1|8360	Supercontig_1.3	+	891675	892568	4.727494	3.624680	3.617667
gene_8361	jgi.p|Botci1|8361	Supercontig_1.3	+	893536	894781	2.735795	2.097598	2.093539
gene_8363	jgi.p|Botci1|8363	Supercontig_1.3	+	897098	898536	0.000000	0.000000	0.000000
gene_8362	jgi.p|Botci1|8362	Supercontig_1.3	+	896457	896705	7.281125	5.582608	5.571807
gene_8364	jgi.p|Botci1|8364	Supercontig_1.3	+	901564	901749	43.903225	33.661629	33.596497
gene_8365	jgi.p|Botci1|8365	Supercontig_1.3	-	902291	904658	1.702943	1.305687	1.303161
gene_8366	jgi.p|Botci1|8366	Supercontig_1.3	+	905242	906809	23.868690	18.300682	18.265272
gene_8367	jgi.p|Botci1|8367	Supercontig_1.3	-	907176	907714	14.588889	11.185641	11.164000
gene_8368	jgi.p|Botci1|8368	Supercontig_1.3	-	909646	910743	170.934906	131.059784	130.806213
gene_8369	jgi.p|Botci1|8369	Supercontig_1.3	+	911891	912382	3813.454346	2923.864502	2918.207275
gene_8370	jgi.p|Botci1|8370	Supercontig_1.3	+	913619	915384	37.082161	28.431757	28.376747
gene_8372	jgi.p|Botci1|8372	Supercontig_1.3	+	917699	919542	5.211828	3.996030	3.988298
gene_8373	jgi.p|Botci1|8373	Supercontig_1.3	+	920261	920836	2.342014	1.795677	1.792202
gene_8371	jgi.p|Botci1|8371	Supercontig_1.3	+	916220	916951	35.750374	27.410646	27.357609
gene_8374	jgi.p|Botci1|8374	Supercontig_1.3	+	922279	923252	0.000000	0.000000	0.000000
gene_8378	jgi.p|Botci1|8378	Supercontig_1.3	-	930332	931984	0.095584	0.073286	0.073145
gene_8375	jgi.p|Botci1|8375	Supercontig_1.3	-	923574	925039	28.326008	21.718212	21.676189
gene_8377	jgi.p|Botci1|8377	Supercontig_1.3	-	927376	928370	15.087467	11.567913	11.545531
gene_9681	jgi.p|Botci1|9681	Supercontig_1.4	+	820	1680	3.443990	2.640587	2.635478
gene_9682	jgi.p|Botci1|9682	Supercontig_1.4	-	2080	2514	3.960920	3.036930	3.031054
gene_9689	jgi.p|Botci1|9689	Supercontig_1.4	+	12659	12967	0.754045	0.578144	0.577025
gene_9690	jgi.p|Botci1|9690	Supercontig_1.4	+	13248	14106	0.000000	0.000000	0.000000
gene_9687	jgi.p|Botci1|9687	Supercontig_1.4	-	10471	11096	34.750443	26.643976	26.592424
gene_9688	jgi.p|Botci1|9688	Supercontig_1.4	-	11560	11661	0.392157	0.300676	0.300094
gene_9683	jgi.p|Botci1|9683	Supercontig_1.4	-	4008	4690	284.777191	218.345306	217.922852
gene_9684	jgi.p|Botci1|9684	Supercontig_1.4	+	4955	6615	289.602936	222.045319	221.615707
gene_9685	jgi.p|Botci1|9685	Supercontig_1.4	-	7299	8291	160.418930	122.996933	122.758957
gene_9691	jgi.p|Botci1|9691	Supercontig_1.4	-	14726	16217	10.926470	8.377580	8.361370
gene_9692	jgi.p|Botci1|9692	Supercontig_1.4	-	19761	21277	3.795294	2.909940	2.904310
gene_9693	jgi.p|Botci1|9693	Supercontig_1.4	-	22668	23500	52.778259	40.466320	40.388027
gene_9695	jgi.p|Botci1|9695	Supercontig_1.4	+	25801	26629	0.968579	0.742632	0.741195
gene_9696	jgi.p|Botci1|9696	Supercontig_1.4	+	27592	28284	1.617605	1.240255	1.237856
gene_9694	jgi.p|Botci1|9694	Supercontig_1.4	+	24156	24799	37.531303	28.776127	28.720449
gene_9697	jgi.p|Botci1|9697	Supercontig_1.4	+	29059	30155	8.458875	6.485617	6.473068
gene_9698	jgi.p|Botci1|9698	Supercontig_1.4	-	30587	31303	49.860531	38.229233	38.155266
gene_9699	jgi.p|Botci1|9699	Supercontig_1.4	+	31683	33603	11.750128	9.009097	8.991666
gene_9700	jgi.p|Botci1|9700	Supercontig_1.4	+	34558	36054	41.004677	31.439241	31.378412
gene_9701	jgi.p|Botci1|9701	Supercontig_1.4	-	36529	38197	28.598288	21.926977	21.884552
gene_9702	jgi.p|Botci1|9702	Supercontig_1.4	+	39033	40958	70.477310	54.036594	53.932049
gene_9704	jgi.p|Botci1|9704	Supercontig_1.4	-	44272	45494	73.092049	56.041378	55.932949
gene_9705	jgi.p|Botci1|9705	Supercontig_1.4	-	46602	49472	89.683121	68.762146	68.629097
gene_9706	jgi.p|Botci1|9706	Supercontig_1.4	-	49995	50868	2.701796	2.071530	2.067522
gene_9707	jgi.p|Botci1|9707	Supercontig_1.4	-	51575	53327	14.446017	11.076098	11.054667
gene_9708	jgi.p|Botci1|9708	Supercontig_1.4	-	54084	54747	101.043983	77.472778	77.322884
gene_9709	jgi.p|Botci1|9709	Supercontig_1.4	-	55178	58277	79.315315	60.812901	60.695236
gene_9710	jgi.p|Botci1|9710	Supercontig_1.4	+	60411	61115	121.619934	93.248840	93.068420
gene_9711	jgi.p|Botci1|9711	Supercontig_1.4	-	61486	62460	35.511795	27.227722	27.175041
gene_9712	jgi.p|Botci1|9712	Supercontig_1.4	+	63079	63177	10.222222	7.837616	7.822452
gene_9713	jgi.p|Botci1|9713	Supercontig_1.4	-	63737	64340	9.384645	7.195426	7.181504
gene_9714	jgi.p|Botci1|9714	Supercontig_1.4	+	66013	66954	28.053078	21.508949	21.467333
gene_9715	jgi.p|Botci1|9715	Supercontig_1.4	-	68530	69141	185.784317	142.445175	142.169571
gene_9716	jgi.p|Botci1|9716	Supercontig_1.4	-	69837	70741	3.717766	2.850498	2.844983
gene_9718	jgi.p|Botci1|9718	Supercontig_1.4	-	76519	79310	0.756202	0.579798	0.578676
gene_9717	jgi.p|Botci1|9717	Supercontig_1.4	-	73027	74906	15.543662	11.917687	11.894629
gene_9719	jgi.p|Botci1|9719	Supercontig_1.4	-	80280	82619	20.609829	15.802036	15.771461
gene_9720	jgi.p|Botci1|9720	Supercontig_1.4	+	83137	83957	35.630096	27.318426	27.265570
gene_9721	jgi.p|Botci1|9721	Supercontig_1.4	-	84226	85521	15.621142	11.977095	11.953920
gene_9722	jgi.p|Botci1|9722	Supercontig_1.4	-	87795	88171	39.954128	30.633762	30.574492
gene_9724	jgi.p|Botci1|9724	Supercontig_1.4	+	95063	95545	13.341615	10.229327	10.209536
gene_9728	jgi.p|Botci1|9728	Supercontig_1.4	+	107201	108325	0.840218	0.644215	0.642968
gene_9729	jgi.p|Botci1|9729	Supercontig_1.4	-	108629	109675	1.210124	0.927830	0.926035
gene_9725	jgi.p|Botci1|9725	Supercontig_1.4	-	98917	100171	65.938759	50.556786	50.458965
gene_9730	jgi.p|Botci1|9730	Supercontig_1.4	-	111178	112509	7.074324	5.424049	5.413555
gene_9731	jgi.p|Botci1|9731	Supercontig_1.4	+	113121	114587	52.736465	40.434280	40.356045
gene_9732	jgi.p|Botci1|9732	Supercontig_1.4	-	115053	116557	12.310909	9.439061	9.420798
gene_9735	jgi.p|Botci1|9735	Supercontig_1.4	+	124882	125209	0.000000	0.000000	0.000000
gene_9736	jgi.p|Botci1|9736	Supercontig_1.4	-	126085	126626	1.057134	0.810529	0.808961
gene_9737	jgi.p|Botci1|9737	Supercontig_1.4	+	130112	130380	0.000000	0.000000	0.000000
gene_9733	jgi.p|Botci1|9733	Supercontig_1.4	+	116869	120991	35.627693	27.316582	27.263729
gene_9734	jgi.p|Botci1|9734	Supercontig_1.4	+	121388	121585	51.146461	39.215183	39.139309
gene_9739	jgi.p|Botci1|9739	Supercontig_1.4	-	134757	135244	0.000000	0.000000	0.000000
gene_9742	jgi.p|Botci1|9742	Supercontig_1.4	-	140099	140251	0.555556	0.425958	0.425134
gene_9738	jgi.p|Botci1|9738	Supercontig_1.4	+	131839	133068	68.467926	52.495956	52.394386
gene_9745	jgi.p|Botci1|9745	Supercontig_1.4	-	142858	143635	5.571212	4.271578	4.263313
gene_9746	jgi.p|Botci1|9746	Supercontig_1.4	+	145957	146430	2.951477	2.262966	2.258588
gene_9747	jgi.p|Botci1|9747	Supercontig_1.4	-	147403	148184	2.222708	1.704202	1.700905
gene_9743	jgi.p|Botci1|9743	Supercontig_1.4	+	140901	141698	642.613770	492.706970	491.753662
gene_9744	jgi.p|Botci1|9744	Supercontig_1.4	-	141954	142373	2.386726	1.829958	1.826418
gene_9748	jgi.p|Botci1|9748	Supercontig_1.4	+	149706	149936	8.746356	6.706035	6.693060
gene_9749	jgi.p|Botci1|9749	Supercontig_1.4	-	150343	150673	42.897125	32.890224	32.826588
gene_9751	jgi.p|Botci1|9751	Supercontig_1.4	-	154217	154501	0.224561	0.172176	0.171843
gene_9750	jgi.p|Botci1|9750	Supercontig_1.4	+	152411	153789	115.167130	88.301323	88.130478
gene_9755	jgi.p|Botci1|9755	Supercontig_1.4	+	164565	166301	14.015786	10.746230	10.725438
gene_9753	jgi.p|Botci1|9753	Supercontig_1.4	-	155498	157961	64.187889	49.214352	49.119129
gene_9754	jgi.p|Botci1|9754	Supercontig_1.4	+	158497	163546	28.600550	21.928709	21.886280
gene_9756	jgi.p|Botci1|9756	Supercontig_1.4	-	167601	170827	31.906887	24.463755	24.416422
gene_9757	jgi.p|Botci1|9757	Supercontig_1.4	-	172843	174980	17.247467	13.224035	13.198450
gene_9758	jgi.p|Botci1|9758	Supercontig_1.4	+	176118	176829	4.045218	3.101563	3.095562
gene_9759	jgi.p|Botci1|9759	Supercontig_1.4	+	176842	177117	6.771739	5.192050	5.182004
gene_9760	jgi.p|Botci1|9760	Supercontig_1.4	-	177611	177793	0.852459	0.653600	0.652336
gene_9761	jgi.p|Botci1|9761	Supercontig_1.4	-	178202	180440	42.541431	32.617508	32.554398
gene_9762	jgi.p|Botci1|9762	Supercontig_1.4	-	181005	182170	59.758003	45.817856	45.729206
gene_9763	jgi.p|Botci1|9763	Supercontig_1.4	+	183423	184697	5.417900	4.154030	4.145993
gene_9764	jgi.p|Botci1|9764	Supercontig_1.4	+	185056	185440	4.818372	3.694358	3.687210
gene_9772	jgi.p|Botci1|9772	Supercontig_1.4	+	197980	198399	0.000000	0.000000	0.000000
gene_9773	jgi.p|Botci1|9773	Supercontig_1.4	+	200384	200696	0.449687	0.344786	0.344118
gene_9774	jgi.p|Botci1|9774	Supercontig_1.4	+	206559	206732	0.643678	0.493523	0.492568
gene_9770	jgi.p|Botci1|9770	Supercontig_1.4	+	195240	195935	20.780411	15.932826	15.901998
gene_9771	jgi.p|Botci1|9771	Supercontig_1.4	+	196275	196613	19.238937	14.750941	14.722402
gene_9765	jgi.p|Botci1|9765	Supercontig_1.4	+	188103	188675	34.541294	26.483616	26.432377
gene_9766	jgi.p|Botci1|9766	Supercontig_1.4	-	189785	189877	64.580643	49.515484	49.419682
gene_9767	jgi.p|Botci1|9767	Supercontig_1.4	+	190591	191163	37.004368	28.372110	28.317217
gene_9768	jgi.p|Botci1|9768	Supercontig_1.4	-	191289	192836	213.940948	164.033493	163.716125
gene_9769	jgi.p|Botci1|9769	Supercontig_1.4	+	193921	194619	85.341919	65.433640	65.307037
gene_9775	jgi.p|Botci1|9775	Supercontig_1.4	+	211918	213304	34.217556	26.235397	26.184637
gene_9776	jgi.p|Botci1|9776	Supercontig_1.4	+	214638	216350	113.132240	86.741127	86.573296
gene_9777	jgi.p|Botci1|9777	Supercontig_1.4	+	216697	217089	105.251907	80.699089	80.542953
gene_9778	jgi.p|Botci1|9778	Supercontig_1.4	-	219086	220381	18.550926	14.223427	14.195908
gene_9779	jgi.p|Botci1|9779	Supercontig_1.4	+	221827	223374	43.319973	33.214432	33.150169
gene_9783	jgi.p|Botci1|9783	Supercontig_1.4	-	231843	233719	8.455341	6.482908	6.470364
gene_9780	jgi.p|Botci1|9780	Supercontig_1.4	+	224046	225096	28.420290	21.790499	21.748339
gene_9781	jgi.p|Botci1|9781	Supercontig_1.4	+	226361	227706	28.543459	21.884935	21.842592
gene_9782	jgi.p|Botci1|9782	Supercontig_1.4	-	228238	231387	9.923993	7.608957	7.594235
gene_9784	jgi.p|Botci1|9784	Supercontig_1.4	+	234428	235135	64.459038	49.422249	49.326622
gene_9785	jgi.p|Botci1|9785	Supercontig_1.4	-	235704	235856	0.464052	0.355799	0.355111
gene_9786	jgi.p|Botci1|9786	Supercontig_1.4	+	236699	236803	3.514286	2.694485	2.689272
gene_9787	jgi.p|Botci1|9787	Supercontig_1.4	+	237792	238347	1.640873	1.258096	1.255661
gene_9788	jgi.p|Botci1|9788	Supercontig_1.4	+	238839	239042	0.893939	0.685404	0.684078
gene_9789	jgi.p|Botci1|9789	Supercontig_1.4	+	240401	242601	100.153191	76.789787	76.641212
gene_9790	jgi.p|Botci1|9790	Supercontig_1.4	-	242890	243518	0.000000	0.000000	0.000000
gene_9791	jgi.p|Botci1|9791	Supercontig_1.4	+	243939	247328	22.269619	17.074636	17.041599
gene_9793	jgi.p|Botci1|9793	Supercontig_1.4	-	255299	255718	0.000000	0.000000	0.000000
gene_9792	jgi.p|Botci1|9792	Supercontig_1.4	+	250449	253439	8.468027	6.492634	6.480072
gene_9796	jgi.p|Botci1|9796	Supercontig_1.4	+	259874	261280	0.233555	0.179072	0.178726
gene_9794	jgi.p|Botci1|9794	Supercontig_1.4	-	256140	256483	11.366301	8.714808	8.697947
gene_9795	jgi.p|Botci1|9795	Supercontig_1.4	-	256752	256853	11.352942	8.704566	8.687724
gene_9797	jgi.p|Botci1|9797	Supercontig_1.4	-	261657	262546	0.382584	0.293336	0.292769
gene_9798	jgi.p|Botci1|9798	Supercontig_1.4	-	263451	264298	0.000000	0.000000	0.000000
gene_9799	jgi.p|Botci1|9799	Supercontig_1.4	-	264642	264797	0.775641	0.594702	0.593551
gene_9802	jgi.p|Botci1|9802	Supercontig_1.4	-	273786	274996	5.120567	3.926058	3.918462
gene_9803	jgi.p|Botci1|9803	Supercontig_1.4	-	275292	276153	4.526695	3.470723	3.464007
gene_9800	jgi.p|Botci1|9800	Supercontig_1.4	-	266092	267540	51.200607	39.256699	39.180744
gene_9801	jgi.p|Botci1|9801	Supercontig_1.4	+	267837	271073	45.277855	34.715588	34.648418
gene_9805	jgi.p|Botci1|9805	Supercontig_1.4	-	283977	284209	0.000000	0.000000	0.000000
gene_9804	jgi.p|Botci1|9804	Supercontig_1.4	-	277204	281980	53.620735	41.112270	41.032722
gene_9815	jgi.p|Botci1|9815	Supercontig_1.4	+	307609	308349	0.000000	0.000000	0.000000
gene_9814	jgi.p|Botci1|9814	Supercontig_1.4	-	305334	306948	0.228986	0.175569	0.175229
gene_9816	jgi.p|Botci1|9816	Supercontig_1.4	+	311644	311826	1.076503	0.825380	0.823783
gene_9817	jgi.p|Botci1|9817	Supercontig_1.4	+	312116	312907	0.000000	0.000000	0.000000
gene_9813	jgi.p|Botci1|9813	Supercontig_1.4	-	302268	303571	0.658333	0.504759	0.503783
gene_9818	jgi.p|Botci1|9818	Supercontig_1.4	-	313685	314369	0.000000	0.000000	0.000000
gene_9819	jgi.p|Botci1|9819	Supercontig_1.4	+	315629	318448	15.712766	12.047344	12.024035
gene_9806	jgi.p|Botci1|9806	Supercontig_1.4	-	285286	286037	5.824727	4.465954	4.457313
gene_9807	jgi.p|Botci1|9807	Supercontig_1.4	+	287491	288775	140.509338	107.731781	107.523354
gene_9808	jgi.p|Botci1|9808	Supercontig_1.4	-	289136	290209	5.566108	4.267665	4.259408
gene_9809	jgi.p|Botci1|9809	Supercontig_1.4	-	291854	292750	61.327202	47.020996	46.930019
gene_9810	jgi.p|Botci1|9810	Supercontig_1.4	+	293693	293842	2.606667	1.998592	1.994725
gene_9811	jgi.p|Botci1|9811	Supercontig_1.4	+	294388	297213	71.561882	54.868160	54.762001
gene_9812	jgi.p|Botci1|9812	Supercontig_1.4	-	298339	300849	1.514815	1.161444	1.159197
gene_9820	jgi.p|Botci1|9820	Supercontig_1.4	-	318868	320131	65.098083	49.912220	49.815647
gene_9821	jgi.p|Botci1|9821	Supercontig_1.4	-	321864	322568	4.374468	3.354007	3.347517
gene_9822	jgi.p|Botci1|9822	Supercontig_1.4	-	324584	326237	2.132130	1.634754	1.631591
gene_9823	jgi.p|Botci1|9823	Supercontig_1.4	-	327042	328458	422.265594	323.760864	323.134460
gene_9825	jgi.p|Botci1|9825	Supercontig_1.4	+	330453	331501	0.000000	0.000000	0.000000
gene_9826	jgi.p|Botci1|9826	Supercontig_1.4	-	333530	335248	0.000000	0.000000	0.000000
gene_9824	jgi.p|Botci1|9824	Supercontig_1.4	-	329842	330087	385.654480	295.690277	295.118164
gene_9827	jgi.p|Botci1|9827	Supercontig_1.4	-	337128	339251	25.801842	19.782875	19.744598
gene_9828	jgi.p|Botci1|9828	Supercontig_1.4	+	340049	340456	22.921568	17.574501	17.540497
gene_9829	jgi.p|Botci1|9829	Supercontig_1.4	+	342730	345263	65.272507	50.045956	49.949123
gene_9830	jgi.p|Botci1|9830	Supercontig_1.4	-	345518	346489	4.579218	3.510993	3.504200
gene_9831	jgi.p|Botci1|9831	Supercontig_1.4	+	347147	348419	10.051429	7.706665	7.691754
gene_9836	jgi.p|Botci1|9836	Supercontig_1.4	+	357768	358716	1.542657	1.182791	1.180503
gene_9837	jgi.p|Botci1|9837	Supercontig_1.4	-	359068	360084	9.267713	7.105772	7.092023
gene_9838	jgi.p|Botci1|9838	Supercontig_1.4	+	362489	362948	6.137366	4.705662	4.696557
gene_9839	jgi.p|Botci1|9839	Supercontig_1.4	+	363324	363494	3.976608	3.048958	3.043059
gene_9833	jgi.p|Botci1|9833	Supercontig_1.4	+	352094	353536	174.791977	134.017090	133.757797
gene_9834	jgi.p|Botci1|9834	Supercontig_1.4	+	354620	354958	13.188790	10.112153	10.092587
gene_9835	jgi.p|Botci1|9835	Supercontig_1.4	+	355341	356224	15.472329	11.862996	11.840043
gene_9840	jgi.p|Botci1|9840	Supercontig_1.4	-	364964	366466	18.832335	14.439190	14.411253
gene_9841	jgi.p|Botci1|9841	Supercontig_1.4	-	368723	369080	10.816326	8.293129	8.277083
gene_9842	jgi.p|Botci1|9842	Supercontig_1.4	-	369427	370460	1.363465	1.045400	1.043378
gene_9843	jgi.p|Botci1|9843	Supercontig_1.4	+	372562	374031	2.488649	1.908105	1.904413
gene_9844	jgi.p|Botci1|9844	Supercontig_1.4	-	375884	376054	17.286551	13.254001	13.228357
gene_9845	jgi.p|Botci1|9845	Supercontig_1.4	+	377118	378073	91.003296	69.774353	69.639351
gene_9846	jgi.p|Botci1|9846	Supercontig_1.4	-	378694	380484	44.265217	33.939175	33.873508
gene_9850	jgi.p|Botci1|9850	Supercontig_1.4	-	392318	393766	45.760777	35.085857	35.017971
gene_9847	jgi.p|Botci1|9847	Supercontig_1.4	-	381634	386590	37.053406	28.409712	28.354742
gene_9848	jgi.p|Botci1|9848	Supercontig_1.4	-	386997	387296	20.373333	15.620708	15.590486
gene_9849	jgi.p|Botci1|9849	Supercontig_1.4	+	388742	391417	142.525024	109.277260	109.065826
gene_9852	jgi.p|Botci1|9852	Supercontig_1.4	-	397486	398001	0.000000	0.000000	0.000000
gene_9853	jgi.p|Botci1|9853	Supercontig_1.4	-	399462	400702	0.332416	0.254871	0.254378
gene_9851	jgi.p|Botci1|9851	Supercontig_1.4	-	394433	396143	83.881615	64.313988	64.189552
gene_9854	jgi.p|Botci1|9854	Supercontig_1.4	+	401710	402563	83.944023	64.361839	64.237312
gene_9855	jgi.p|Botci1|9855	Supercontig_1.4	+	402914	403075	2.814815	2.158184	2.154009
gene_9856	jgi.p|Botci1|9856	Supercontig_1.4	+	403632	405658	6.420262	4.922565	4.913040
gene_9860	jgi.p|Botci1|9860	Supercontig_1.4	-	414178	415209	2.426863	1.860732	1.857132
gene_9859	jgi.p|Botci1|9859	Supercontig_1.4	-	412289	413182	13.299776	10.197248	10.177519
gene_9861	jgi.p|Botci1|9861	Supercontig_1.4	+	418729	420300	1.390585	1.066194	1.064131
gene_9862	jgi.p|Botci1|9862	Supercontig_1.4	-	422754	422852	0.747475	0.573107	0.571998
gene_9865	jgi.p|Botci1|9865	Supercontig_1.4	-	432074	432418	0.666667	0.511149	0.510160
gene_9864	jgi.p|Botci1|9864	Supercontig_1.4	+	428472	430631	0.282437	0.216551	0.216132
gene_9866	jgi.p|Botci1|9866	Supercontig_1.4	+	432748	433019	0.000000	0.000000	0.000000
gene_9863	jgi.p|Botci1|9863	Supercontig_1.4	+	423549	425119	3.912809	3.000042	2.994237
gene_9857	jgi.p|Botci1|9857	Supercontig_1.4	+	406263	406857	3.160583	2.423293	2.418604
gene_9858	jgi.p|Botci1|9858	Supercontig_1.4	+	407293	409917	89.140312	68.345955	68.213722
gene_9867	jgi.p|Botci1|9867	Supercontig_1.4	+	434181	435956	37.188065	28.512955	28.457788
gene_9868	jgi.p|Botci1|9868	Supercontig_1.4	-	436482	439993	72.051170	55.243313	55.136425
gene_9869	jgi.p|Botci1|9869	Supercontig_1.4	+	441552	442321	49.764366	38.155502	38.081676
gene_9870	jgi.p|Botci1|9870	Supercontig_1.4	-	444627	446021	22.731182	17.428528	17.394806
gene_9871	jgi.p|Botci1|9871	Supercontig_1.4	+	448640	449480	40.504467	31.055719	30.995634
gene_9872	jgi.p|Botci1|9872	Supercontig_1.4	+	452224	455428	89.044250	68.272301	68.140205
gene_9873	jgi.p|Botci1|9873	Supercontig_1.4	+	456967	458963	1120.690430	859.259460	857.596985
gene_9874	jgi.p|Botci1|9874	Supercontig_1.4	+	459469	459818	81.782524	62.704567	62.583248
gene_9875	jgi.p|Botci1|9875	Supercontig_1.4	-	460272	461354	89.289932	68.460670	68.328217
gene_9876	jgi.p|Botci1|9876	Supercontig_1.4	-	462745	462900	18.134615	13.904231	13.877330
gene_9877	jgi.p|Botci1|9877	Supercontig_1.4	-	463213	463584	3.302752	2.532297	2.527397
gene_9878	jgi.p|Botci1|9878	Supercontig_1.4	+	464070	465237	45.033146	34.527962	34.461155
gene_9879	jgi.p|Botci1|9879	Supercontig_1.4	-	468817	470157	76.131248	58.371601	58.258663
gene_9880	jgi.p|Botci1|9880	Supercontig_1.4	+	471230	471331	5.284314	4.051607	4.043767
gene_9881	jgi.p|Botci1|9881	Supercontig_1.4	+	472803	473961	102.130814	78.306076	78.154572
gene_9882	jgi.p|Botci1|9882	Supercontig_1.4	+	474585	475010	5.882761	4.510450	4.501723
gene_9889	jgi.p|Botci1|9889	Supercontig_1.4	-	491958	492252	43.204445	33.125854	33.061764
gene_9890	jgi.p|Botci1|9890	Supercontig_1.4	-	493813	494370	8.949821	6.862037	6.848760
gene_9892	jgi.p|Botci1|9892	Supercontig_1.4	+	498378	500197	23.887573	18.315159	18.279724
gene_9883	jgi.p|Botci1|9883	Supercontig_1.4	+	476288	477929	96.562141	74.036446	73.893204
gene_9884	jgi.p|Botci1|9884	Supercontig_1.4	-	478332	479450	31.115282	23.856813	23.810654
gene_9885	jgi.p|Botci1|9885	Supercontig_1.4	+	479991	484911	27.923164	21.409342	21.367918
gene_9886	jgi.p|Botci1|9886	Supercontig_1.4	+	485823	486501	80.657936	61.842319	61.722668
gene_9887	jgi.p|Botci1|9887	Supercontig_1.4	-	486755	487467	188.441467	144.482468	144.202927
gene_9888	jgi.p|Botci1|9888	Supercontig_1.4	+	487807	491059	137.933426	105.756775	105.552155
gene_9894	jgi.p|Botci1|9894	Supercontig_1.4	+	504216	504650	74.981476	57.490044	57.378811
gene_9895	jgi.p|Botci1|9895	Supercontig_1.4	+	507089	509217	27.071394	20.756269	20.716110
gene_9902	jgi.p|Botci1|9902	Supercontig_1.4	-	521677	522072	0.553030	0.424021	0.423201
gene_9901	jgi.p|Botci1|9901	Supercontig_1.4	+	519909	521159	0.378897	0.290509	0.289947
gene_9896	jgi.p|Botci1|9896	Supercontig_1.4	-	510618	512249	72.020538	55.219830	55.112984
gene_9897	jgi.p|Botci1|9897	Supercontig_1.4	+	512769	513362	16.612795	12.737417	12.712772
gene_9898	jgi.p|Botci1|9898	Supercontig_1.4	-	513659	515520	45.436310	34.837082	34.769676
gene_9903	jgi.p|Botci1|9903	Supercontig_1.4	-	524106	525553	80.512413	61.730743	61.611309
gene_9906	jgi.p|Botci1|9906	Supercontig_1.4	+	532710	533345	0.852028	0.653270	0.652006
gene_9904	jgi.p|Botci1|9904	Supercontig_1.4	+	525811	527230	132.969330	101.950691	101.753426
gene_9905	jgi.p|Botci1|9905	Supercontig_1.4	-	527921	532389	15.015017	11.512363	11.490089
gene_9907	jgi.p|Botci1|9907	Supercontig_1.4	+	533648	534577	330.144073	253.129166	252.639389
gene_9912	jgi.p|Botci1|9912	Supercontig_1.4	+	548495	550175	8.689010	6.662066	6.649177
gene_9913	jgi.p|Botci1|9913	Supercontig_1.4	+	551019	551607	3.215208	2.465175	2.460405
gene_9914	jgi.p|Botci1|9914	Supercontig_1.4	+	554385	554615	12.073593	9.257105	9.239195
gene_9915	jgi.p|Botci1|9915	Supercontig_1.4	-	555571	555780	17.333334	13.289871	13.264158
gene_9909	jgi.p|Botci1|9909	Supercontig_1.4	-	539498	542875	63.480122	48.671692	48.577518
gene_9910	jgi.p|Botci1|9910	Supercontig_1.4	+	544661	545448	50.618843	38.810650	38.735561
gene_9911	jgi.p|Botci1|9911	Supercontig_1.4	-	547413	547655	8.349794	6.401982	6.389596
gene_9917	jgi.p|Botci1|9917	Supercontig_1.4	-	563938	565737	10.864676	8.330201	8.314083
gene_9918	jgi.p|Botci1|9918	Supercontig_1.4	+	566046	566357	0.000000	0.000000	0.000000
gene_9919	jgi.p|Botci1|9919	Supercontig_1.4	+	566910	568873	3.931973	3.014735	3.008903
gene_9920	jgi.p|Botci1|9920	Supercontig_1.4	-	569387	571405	4.924712	3.775892	3.768586
gene_9921	jgi.p|Botci1|9921	Supercontig_1.4	+	573348	574136	47.706448	36.577648	36.506874
gene_9922	jgi.p|Botci1|9922	Supercontig_1.4	+	574883	575792	114.853493	88.060844	87.890465
gene_9926	jgi.p|Botci1|9926	Supercontig_1.4	-	584890	585055	0.000000	0.000000	0.000000
gene_9928	jgi.p|Botci1|9928	Supercontig_1.4	+	591920	593480	5.614638	4.304874	4.296545
gene_9929	jgi.p|Botci1|9929	Supercontig_1.4	+	593849	593968	1.016667	0.779502	0.777994
gene_9923	jgi.p|Botci1|9923	Supercontig_1.4	+	576308	579258	47.159828	36.158539	36.088581
gene_9924	jgi.p|Botci1|9924	Supercontig_1.4	+	581073	581297	3.900000	2.990221	2.984435
gene_9935	jgi.p|Botci1|9935	Supercontig_1.4	+	606813	607528	0.000000	0.000000	0.000000
gene_9932	jgi.p|Botci1|9932	Supercontig_1.4	-	602641	603542	0.000000	0.000000	0.000000
gene_9933	jgi.p|Botci1|9933	Supercontig_1.4	+	604372	604530	1.264151	0.969254	0.967379
gene_9934	jgi.p|Botci1|9934	Supercontig_1.4	-	605172	606548	0.000000	0.000000	0.000000
gene_9930	jgi.p|Botci1|9930	Supercontig_1.4	-	598616	600067	2.933654	2.249301	2.244949
gene_9931	jgi.p|Botci1|9931	Supercontig_1.4	-	600648	602206	0.000000	0.000000	0.000000
gene_9938	jgi.p|Botci1|9938	Supercontig_1.4	-	615394	616178	0.535426	0.410524	0.409729
gene_9941	jgi.p|Botci1|9941	Supercontig_1.4	-	620607	622155	0.431253	0.330652	0.330012
gene_9937	jgi.p|Botci1|9937	Supercontig_1.4	-	613086	614269	5.180444	3.971967	3.964282
gene_9936	jgi.p|Botci1|9936	Supercontig_1.4	-	609959	612644	68.132530	52.238800	52.137726
