chr	pos	str	con	per_site_wei
Chr1	13296899	+	CHG	0.6666666666666666
Chr1	13296918	+	CHG	0.6666666666666666
Chr1	13296933	+	CHG	0.2
Chr1	13297167	-	CHG	0.2857142857142857
Chr1	13297172	+	CHG	0.42857142857142855
Chr1	13297174	-	CHG	0.6666666666666666
Chr1	13297245	+	CHG	0.5
Chr1	13297247	-	CHG	0.7142857142857143
Chr1	13297420	+	CHG	0.8333333333333334
Chr1	13297422	-	CHG	0.6666666666666666
Chr1	13297464	+	CHG	0.5
Chr1	13297478	+	CHG	0.2
Chr1	13297491	+	CHG	0.4
Chr1	13297507	+	CHG	0.7272727272727273
Chr1	13297691	+	CHG	0.42857142857142855
Chr1	13297718	+	CHG	0.75
Chr1	13297739	+	CHG	0.6666666666666666
Chr1	13297815	+	CHG	0.8333333333333334
Chr1	13297827	+	CHG	0.5714285714285714
Chr1	13297831	+	CHG	0.6666666666666666
Chr1	13297836	+	CHG	1.0
Chr1	13297846	+	CHG	0.8888888888888888
Chr1	13297901	+	CHG	0.5714285714285714
Chr1	13297903	-	CHG	1.0
Chr1	13297905	+	CHG	0.5
Chr1	13297907	-	CHG	0.42857142857142855
Chr1	13297917	+	CHG	0.625
Chr1	13297919	-	CHG	0.25
Chr1	13297943	+	CHG	0.875
Chr1	13297945	-	CHG	0.8888888888888888
Chr1	13297954	+	CHG	0.7142857142857143
Chr1	13297956	-	CHG	0.5714285714285714
Chr1	13297963	+	CHG	0.7142857142857143
Chr1	13297965	-	CHG	0.625
Chr1	13297973	+	CHG	0.5
Chr1	13297975	-	CHG	0.375
Chr1	13297990	+	CHG	0.6
Chr1	13297992	-	CHG	0.6666666666666666
Chr1	13298050	-	CHG	0.4
Chr1	13298117	-	CHG	0.625
Chr1	13298127	-	CHG	0.375
Chr1	13298150	+	CHG	0.2857142857142857
Chr1	13298215	+	CHG	0.2222222222222222
Chr1	13298226	+	CHG	0.5555555555555556
Chr1	13298581	+	CHG	1.0
Chr1	13298740	+	CHG	0.4
Chr1	13298743	-	CHG	1.0
Chr1	13298748	-	CHG	0.5
Chr1	13298793	+	CHG	0.5
Chr1	13298795	-	CHG	0.6666666666666666
Chr1	13298946	+	CHG	0.7142857142857143
Chr1	13298953	+	CHG	0.6666666666666666
Chr1	13299013	-	CHG	0.6
Chr1	13299103	+	CHG	0.6666666666666666
Chr1	13299126	+	CHG	0.8333333333333334
Chr1	13299128	-	CHG	0.6
Chr1	13299140	+	CHG	1.0
Chr1	13299142	-	CHG	0.6
Chr1	13299161	+	CHG	0.4
Chr1	13299193	-	CHG	0.7142857142857143
Chr1	13299207	-	CHG	0.5714285714285714
Chr1	13299213	-	CHG	0.42857142857142855
Chr1	13299238	-	CHG	0.42857142857142855
Chr1	13299245	+	CHG	0.6
Chr1	13299248	+	CHG	0.6
Chr1	13299251	-	CHG	0.5714285714285714
Chr1	13299256	+	CHG	0.4
Chr1	13299258	-	CHG	0.5
Chr1	13299281	+	CHG	1.0
Chr1	13299283	-	CHG	0.8571428571428571
Chr1	13299297	+	CHG	0.875
Chr1	13299299	-	CHG	0.8571428571428571
Chr1	13299319	+	CHG	0.8888888888888888
Chr1	13299347	+	CHG	0.9166666666666666
Chr1	13299367	+	CHG	0.36363636363636365
Chr1	13299369	-	CHG	0.6
Chr1	13299372	+	CHG	0.8
Chr1	13299403	-	CHG	0.3333333333333333
Chr1	13299422	+	CHG	0.36363636363636365
Chr1	13299501	-	CHG	0.42857142857142855
Chr1	13299528	-	CHG	0.3333333333333333
Chr1	13299978	+	CHG	0.6
Chr1	13299998	+	CHG	1.0
Chr1	13300029	+	CHG	0.8
Chr1	13300229	-	CHG	0.6
Chr1	13300386	+	CHG	0.7777777777777778
Chr1	13300501	+	CHG	0.375
Chr1	13300553	+	CHG	0.8888888888888888
Chr1	13300638	-	CHG	0.2857142857142857
Chr1	13300680	+	CHG	0.5714285714285714
Chr1	13300683	-	CHG	0.75
Chr1	13300689	+	CHG	0.3333333333333333
Chr1	13300781	-	CHG	0.46153846153846156
Chr1	13300838	-	CHG	0.6666666666666666
Chr1	13300903	+	CHG	0.8
Chr1	13300905	-	CHG	0.6666666666666666
Chr1	13300985	+	CHG	0.625
Chr1	13300987	-	CHG	0.5555555555555556
Chr1	13301036	+	CHG	0.7777777777777778
Chr1	13301038	-	CHG	0.5
Chr1	13301072	+	CHG	0.8333333333333334
Chr1	13301074	-	CHG	0.8
Chr1	13301084	+	CHG	0.42857142857142855
Chr1	13301086	-	CHG	0.6
Chr1	13301217	+	CHG	0.6
Chr1	13301219	-	CHG	0.6
Chr1	13301344	-	CHG	0.4
Chr1	13301500	+	CHG	0.6
Chr1	13301502	-	CHG	0.5714285714285714
Chr1	13301511	-	CHG	0.5714285714285714
Chr1	13301531	+	CHG	0.5
Chr1	13301533	-	CHG	0.75
Chr1	13301558	+	CHG	0.2222222222222222
Chr1	13301560	-	CHG	0.5
Chr1	13301563	-	CHG	0.4
Chr1	13301643	+	CHG	0.5
Chr1	13301645	-	CHG	0.7142857142857143
Chr1	13301671	+	CHG	1.0
Chr1	13301673	-	CHG	1.0
Chr1	13301677	-	CHG	0.2857142857142857
Chr1	13301771	+	CHG	0.6666666666666666
Chr1	13301773	-	CHG	0.5555555555555556
Chr1	13301850	+	CHG	0.5
Chr1	13301852	-	CHG	0.4444444444444444
Chr1	13302044	+	CHG	1.0
Chr1	13302301	+	CHG	0.5
Chr1	13302316	+	CHG	0.6666666666666666
Chr1	13302440	+	CHG	0.36363636363636365
Chr1	13302567	+	CHG	0.42857142857142855
Chr1	13302569	-	CHG	0.5714285714285714
Chr1	13302593	-	CHG	0.8571428571428571
Chr1	13302613	-	CHG	0.42857142857142855
Chr1	13302719	+	CHG	0.7
Chr1	13302737	+	CHG	0.45454545454545453
Chr1	13302781	-	CHG	0.3333333333333333
Chr1	13302951	+	CHG	0.18181818181818182
Chr1	13302953	-	CHG	0.5
Chr1	13303005	+	CHG	0.38461538461538464
Chr1	13303007	-	CHG	0.5555555555555556
Chr1	13303033	+	CHG	0.46153846153846156
Chr1	13303035	-	CHG	0.2727272727272727
Chr1	13303047	+	CHG	0.46153846153846156
Chr1	13303049	-	CHG	0.46153846153846156
Chr1	13303102	+	CHG	0.2222222222222222
Chr1	13303150	+	CHG	0.18181818181818182
Chr1	13303215	+	CHG	0.6666666666666666
Chr1	13303217	-	CHG	0.4
Chr1	13303248	+	CHG	0.4166666666666667
Chr1	13303417	+	CHG	0.5
Chr1	13303484	+	CHG	0.3333333333333333
Chr1	13304161	+	CHG	0.2222222222222222
Chr1	13304618	+	CHG	0.25
Chr1	13304851	+	CHG	0.5
Chr1	13304853	-	CHG	0.5
Chr1	13304896	+	CHG	0.3333333333333333
Chr1	13305398	+	CHG	0.375
Chr1	13305400	-	CHG	0.5
Chr1	13305597	+	CHG	0.3
Chr1	13305783	+	CHG	0.42857142857142855
Chr1	13306004	+	CHG	0.5
Chr1	13306015	+	CHG	0.3333333333333333
Chr1	13306034	-	CHG	0.3333333333333333
Chr1	13306049	+	CHG	0.6666666666666666
Chr1	13306051	-	CHG	0.6
Chr1	13306067	+	CHG	0.4444444444444444
Chr1	13306251	-	CHG	0.2222222222222222
Chr1	13306418	+	CHG	0.7272727272727273
Chr1	13306420	-	CHG	0.9230769230769231
Chr1	13306427	+	CHG	0.9090909090909091
Chr1	13306429	-	CHG	0.8571428571428571
Chr1	13306484	+	CHG	0.7
Chr1	13306486	-	CHG	0.9333333333333333
Chr1	13306496	+	CHG	0.6666666666666666
Chr1	13306498	-	CHG	0.8571428571428571
Chr1	13306505	+	CHG	0.5
Chr1	13306507	-	CHG	0.3333333333333333
Chr1	13306511	+	CHG	0.6666666666666666
Chr1	13306513	-	CHG	0.4166666666666667
Chr1	13306528	+	CHG	0.2857142857142857
Chr1	13306530	-	CHG	0.38461538461538464
Chr1	13306550	+	CHG	1.0
Chr1	13306552	-	CHG	0.5833333333333334
Chr1	13306603	-	CHG	0.6666666666666666
Chr1	13306681	+	CHG	0.5714285714285714
Chr1	13306710	+	CHG	0.375
Chr1	13306712	-	CHG	0.6
Chr1	13306797	+	CHG	1.0
Chr1	13306799	-	CHG	0.8333333333333334
Chr1	13306807	+	CHG	0.75
Chr1	13306809	-	CHG	1.0
Chr1	13306827	-	CHG	0.42857142857142855
Chr1	13306844	-	CHG	0.2857142857142857
Chr1	13306872	+	CHG	0.2222222222222222
Chr1	13306875	+	CHG	0.7777777777777778
Chr1	13306877	-	CHG	0.4
Chr1	13306893	+	CHG	0.4
Chr1	13306895	-	CHG	0.3333333333333333
Chr1	13306972	+	CHG	0.4444444444444444
Chr1	13306990	+	CHG	0.7
Chr1	13306992	-	CHG	0.8333333333333334
Chr1	13306998	+	CHG	0.7777777777777778
Chr1	13307000	-	CHG	1.0
Chr1	13307031	+	CHG	0.625
Chr1	13307074	-	CHG	0.42857142857142855
Chr1	13307091	+	CHG	0.5
Chr1	13307093	-	CHG	0.375
Chr1	13307121	-	CHG	0.5714285714285714
Chr1	13307151	+	CHG	0.3333333333333333
Chr1	13307153	-	CHG	0.7272727272727273
Chr1	13307157	+	CHG	0.5
Chr1	13307187	+	CHG	1.0
Chr1	13307189	-	CHG	0.36363636363636365
Chr1	13307251	+	CHG	0.4
Chr1	13307260	+	CHG	0.2
Chr1	13307262	-	CHG	0.2
Chr1	13307359	+	CHG	0.3076923076923077
Chr1	13307379	+	CHG	0.21428571428571427
Chr1	13307381	-	CHG	0.5555555555555556
Chr1	13307392	+	CHG	0.6923076923076923
Chr1	13307394	-	CHG	0.875
Chr1	13307464	-	CHG	0.2
Chr1	13307578	+	CHG	0.4444444444444444
Chr1	13307580	-	CHG	0.6923076923076923
Chr1	13307596	+	CHG	0.2222222222222222
Chr1	13307598	-	CHG	0.4117647058823529
Chr1	13307792	-	CHG	0.4
Chr1	13307818	+	CHG	0.15384615384615385
Chr1	13307820	-	CHG	0.42857142857142855
Chr1	13307845	+	CHG	0.21428571428571427
Chr1	13307847	-	CHG	0.25
Chr1	13307868	+	CHG	0.4166666666666667
Chr1	13307913	-	CHG	0.3888888888888889
Chr1	13307943	-	CHG	0.3
Chr1	13308006	-	CHG	0.6
Chr1	13308071	+	CHG	0.2857142857142857
Chr1	13308073	-	CHG	0.6
Chr1	13308095	+	CHG	0.5
Chr1	13308097	-	CHG	0.8333333333333334
Chr1	13308122	+	CHG	0.7142857142857143
Chr1	13308124	-	CHG	0.6
Chr1	13308149	+	CHG	0.8
Chr1	13308151	-	CHG	0.5714285714285714
Chr1	13308174	+	CHG	0.3333333333333333
Chr1	13308210	-	CHG	0.3333333333333333
Chr1	13308265	+	CHG	0.6666666666666666
Chr1	13308275	+	CHG	0.6666666666666666
Chr1	13308277	-	CHG	0.6666666666666666
Chr1	13308310	+	CHG	0.875
Chr1	13308312	-	CHG	0.875
Chr1	13308326	+	CHG	0.8571428571428571
Chr1	13308328	-	CHG	0.7777777777777778
Chr1	13308348	-	CHG	0.9
Chr1	13308357	-	CHG	0.5555555555555556
Chr1	13308413	+	CHG	0.5
Chr1	13308455	+	CHG	0.6666666666666666
Chr1	13308457	-	CHG	0.4166666666666667
Chr1	13308493	+	CHG	0.6666666666666666
Chr1	13308495	-	CHG	0.7692307692307693
Chr1	13308500	+	CHG	0.6875
Chr1	13308502	-	CHG	0.7692307692307693
Chr1	13308543	+	CHG	0.5454545454545454
Chr1	13308545	-	CHG	0.7692307692307693
Chr1	13308590	+	CHG	0.4444444444444444
Chr1	13308592	-	CHG	0.5294117647058824
Chr1	13308622	-	CHG	0.5294117647058824
Chr1	13308662	+	CHG	0.5
Chr1	13308664	-	CHG	0.4666666666666667
Chr1	13308731	+	CHG	0.5
Chr1	13308733	-	CHG	0.5
Chr1	13308742	-	CHG	0.38461538461538464
Chr1	13308760	+	CHG	0.45454545454545453
Chr1	13308762	-	CHG	0.38461538461538464
Chr1	13308770	+	CHG	0.8333333333333334
Chr1	13308772	-	CHG	0.6428571428571429
Chr1	13308836	+	CHG	0.42857142857142855
Chr1	13308838	-	CHG	0.21428571428571427
Chr1	13308902	+	CHG	0.6666666666666666
Chr1	13308904	-	CHG	0.5555555555555556
Chr1	13308915	-	CHG	0.3
Chr1	13308942	+	CHG	0.42857142857142855
Chr1	13308944	-	CHG	0.3
Chr1	13309034	+	CHG	0.4
Chr1	13309036	-	CHG	0.2
Chr1	13309049	+	CHG	0.6666666666666666
Chr1	13309051	-	CHG	0.875
Chr1	13309073	+	CHG	0.7272727272727273
Chr1	13309075	-	CHG	0.8571428571428571
Chr1	13309082	+	CHG	0.7
Chr1	13309091	+	CHG	0.5
Chr1	13309093	-	CHG	0.375
Chr1	13309229	-	CHG	0.3333333333333333
Chr1	13309436	+	CHG	0.5
Chr1	13309438	-	CHG	0.5714285714285714
Chr1	13309475	+	CHG	0.2
Chr1	13309483	+	CHG	0.7272727272727273
Chr1	13309485	-	CHG	0.8333333333333334
Chr1	13309676	+	CHG	0.18181818181818182
Chr1	13309678	-	CHG	0.13333333333333333
Chr1	13310085	+	CHG	0.7777777777777778
Chr1	13310087	-	CHG	0.8333333333333334
Chr1	13310101	+	CHG	0.4444444444444444
Chr1	13310173	+	CHG	0.3333333333333333
Chr1	13310175	-	CHG	0.7142857142857143
Chr1	13310194	-	CHG	0.42857142857142855
Chr1	13310207	-	CHG	0.25
Chr1	13310210	+	CHG	0.5
Chr1	13310212	-	CHG	0.75
Chr1	13310238	+	CHG	0.7142857142857143
Chr1	13310240	-	CHG	0.5714285714285714
Chr1	13310354	+	CHG	0.8
Chr1	13310356	-	CHG	0.8888888888888888
Chr1	13310366	+	CHG	0.6666666666666666
Chr1	13310368	-	CHG	0.3333333333333333
Chr1	13310782	+	CHG	0.3333333333333333
Chr1	13310811	+	CHG	0.9
Chr1	13310813	-	CHG	0.6666666666666666
Chr1	13310913	+	CHG	0.3
Chr1	13310915	-	CHG	0.3333333333333333
Chr1	13310998	-	CHG	0.2222222222222222
Chr1	13311055	+	CHG	0.2857142857142857
Chr1	13311057	-	CHG	0.42857142857142855
Chr1	13311298	+	CHG	0.375
Chr1	13311300	-	CHG	0.5384615384615384
Chr1	13311313	-	CHG	0.36363636363636365
Chr1	13311385	-	CHG	0.2222222222222222
Chr1	13311432	-	CHG	0.5
Chr1	13311522	+	CHG	0.5
Chr1	13311524	-	CHG	0.3333333333333333
Chr1	13311742	+	CHG	0.375
Chr1	13311744	-	CHG	0.2727272727272727
Chr1	13311827	+	CHG	0.6923076923076923
Chr1	13311829	-	CHG	0.6666666666666666
Chr1	13311883	+	CHG	0.5384615384615384
Chr1	13311885	-	CHG	0.625
Chr1	13312006	+	CHG	1.0
Chr1	13312008	-	CHG	1.0
Chr1	13312106	+	CHG	0.3333333333333333
Chr1	13312108	-	CHG	0.6
Chr1	13312128	+	CHG	0.6
Chr1	13312130	-	CHG	0.8571428571428571
Chr1	13312149	+	CHG	0.5
Chr1	13312151	-	CHG	0.7142857142857143
Chr1	13312177	+	CHG	0.9090909090909091
Chr1	13312179	-	CHG	0.8333333333333334
Chr1	13312191	+	CHG	0.3076923076923077
Chr1	13312193	-	CHG	0.5
Chr1	13312204	+	CHG	0.3076923076923077
Chr1	13312206	-	CHG	0.7142857142857143
Chr1	13312328	-	CHG	0.6
Chr1	13312483	+	CHG	0.5
Chr1	13312516	+	CHG	0.5
Chr1	13312861	-	CHG	0.2
Chr1	13313535	-	CHG	0.18181818181818182
Chr1	13313649	+	CHG	0.5
Chr1	13313651	-	CHG	0.6666666666666666
Chr1	13313658	+	CHG	0.38461538461538464
Chr1	13313671	+	CHG	0.3076923076923077
Chr1	13313676	+	CHG	0.21428571428571427
Chr1	13313848	+	CHG	0.2727272727272727
Chr1	13313880	+	CHG	0.5833333333333334
Chr1	13313882	-	CHG	0.5555555555555556
Chr1	13313902	+	CHG	0.75
Chr1	13313904	-	CHG	0.5
Chr1	13323962	-	CHG	0.42857142857142855
Chr1	13324006	-	CHG	0.2857142857142857
Chr1	13324035	+	CHG	0.4
Chr1	13324037	-	CHG	0.7777777777777778
Chr1	13324067	-	CHG	0.8888888888888888
Chr1	13324123	-	CHG	0.7272727272727273
Chr1	13324139	-	CHG	0.36363636363636365
Chr1	13324497	-	CHG	0.25
Chr1	13324605	-	CHG	0.42857142857142855
Chr1	13332637	+	CHG	0.2222222222222222
Chr1	13332639	-	CHG	0.25
Chr1	13332769	-	CHG	0.21428571428571427
Chr1	13332869	-	CHG	0.2727272727272727
Chr1	13332914	+	CHG	0.25
Chr1	13333059	+	CHG	0.625
Chr1	13333061	-	CHG	0.46153846153846156
Chr1	13333064	-	CHG	0.25
Chr1	13333383	+	CHG	0.3333333333333333
Chr1	13333401	+	CHG	0.3333333333333333
Chr1	13333403	-	CHG	0.25
Chr1	13333418	-	CHG	0.25
Chr1	13333428	+	CHG	0.3333333333333333
Chr1	13333430	-	CHG	0.375
Chr1	13333770	+	CHG	0.2857142857142857
Chr1	13333782	+	CHG	0.375
Chr1	13333784	-	CHG	0.3333333333333333
Chr1	13333876	-	CHG	0.2222222222222222
Chr1	13334152	+	CHG	0.4444444444444444
Chr1	13334154	-	CHG	0.5
Chr1	13334187	-	CHG	0.2857142857142857
Chr1	13334370	-	CHG	0.38461538461538464
Chr1	13334392	-	CHG	0.35714285714285715
Chr1	13334415	-	CHG	0.5
Chr1	13334439	-	CHG	0.6
Chr1	13334455	-	CHG	0.375
Chr1	13334475	+	CHG	0.25
Chr1	13334477	-	CHG	0.3333333333333333
Chr1	13334485	+	CHG	0.3
Chr1	13334550	+	CHG	0.5
Chr1	13334582	+	CHG	1.0
Chr1	13334592	+	CHG	0.5
Chr1	13334895	-	CHG	0.2857142857142857
Chr1	13335150	-	CHG	0.2
Chr1	13335343	+	CHG	0.4
Chr1	13335433	+	CHG	0.18181818181818182
Chr1	13335575	-	CHG	0.42857142857142855
Chr1	13335585	-	CHG	0.2857142857142857
Chr1	13335596	+	CHG	0.6
Chr1	13335598	-	CHG	0.625
Chr1	13335640	+	CHG	0.3333333333333333
Chr1	13335642	-	CHG	0.5555555555555556
Chr1	13335643	+	CHG	0.5
Chr1	13335645	-	CHG	0.25
Chr1	13335658	+	CHG	0.3333333333333333
Chr1	13335660	-	CHG	0.625
Chr1	13335666	+	CHG	0.5
Chr1	13335668	-	CHG	0.375
Chr1	13335710	+	CHG	0.8
Chr1	13335715	+	CHG	0.8
Chr1	13335717	-	CHG	0.4
Chr1	13335762	+	CHG	0.6666666666666666
Chr1	13335767	+	CHG	0.4444444444444444
Chr1	13335814	+	CHG	0.8571428571428571
Chr1	13335838	+	CHG	0.5555555555555556
Chr1	13336007	+	CHG	0.46153846153846156
Chr1	13336016	+	CHG	0.23076923076923078
Chr1	13336065	+	CHG	0.5
Chr1	13336080	+	CHG	0.4
Chr1	13336095	+	CHG	0.5
Chr1	13336134	+	CHG	0.25
Chr1	13336144	+	CHG	0.5714285714285714
Chr1	13336165	+	CHG	0.5
Chr1	13336186	+	CHG	0.5
Chr1	13336248	-	CHG	0.4
Chr1	13336446	+	CHG	0.3333333333333333
Chr1	13336687	-	CHG	0.6
Chr1	13336725	+	CHG	0.375
Chr1	13336727	-	CHG	0.5
Chr1	13336880	+	CHG	0.375
Chr1	13336882	-	CHG	0.42857142857142855
Chr1	13336888	+	CHG	0.375
Chr1	13336890	-	CHG	0.4444444444444444
Chr1	13336934	-	CHG	0.5555555555555556
Chr1	13337164	+	CHG	0.25
Chr1	13337243	-	CHG	0.25
Chr1	13337296	+	CHG	0.5
Chr1	13337298	-	CHG	0.5714285714285714
Chr1	13337399	+	CHG	0.2857142857142857
Chr1	13337443	-	CHG	0.2857142857142857
Chr1	13337449	-	CHG	0.5714285714285714
Chr1	13337615	+	CHG	0.2727272727272727
Chr1	13337638	+	CHG	0.5
Chr1	13337651	+	CHG	0.3
Chr1	13342492	+	CHG	0.5555555555555556
Chr1	13342494	-	CHG	0.5
Chr1	13342522	+	CHG	0.2857142857142857
Chr1	13342524	-	CHG	0.5384615384615384
Chr1	13342831	-	CHG	0.2
Chr1	13345095	-	CHG	0.25
Chr1	13345689	+	CHG	0.2222222222222222
Chr1	13345823	-	CHG	0.4
Chr1	13345986	+	CHG	0.5
Chr1	13345995	+	CHG	0.42857142857142855
Chr1	13346052	+	CHG	1.0
Chr1	13346054	-	CHG	0.5555555555555556
Chr1	13346086	+	CHG	0.8333333333333334
Chr1	13346088	-	CHG	0.3
Chr1	13346195	+	CHG	0.3333333333333333
Chr1	13346528	-	CHG	0.15384615384615385
Chr1	13346715	+	CHG	0.375
Chr1	13346729	-	CHG	0.25
Chr1	13346884	+	CHG	0.25
Chr1	13346886	-	CHG	0.25
Chr1	13347092	+	CHG	0.4
Chr1	13347262	+	CHG	0.25
Chr1	13348260	-	CHG	0.3333333333333333
Chr1	13348824	+	CHG	0.36363636363636365
Chr1	13348826	-	CHG	0.6
Chr1	13348842	+	CHG	0.25
Chr1	13348856	+	CHG	0.2857142857142857
Chr1	13349269	-	CHG	0.4
Chr1	13349332	-	CHG	0.6
Chr1	13349362	-	CHG	0.6
Chr1	13349419	+	CHG	0.4
Chr1	13349421	-	CHG	0.5
Chr1	13349439	+	CHG	0.375
Chr1	13349442	-	CHG	0.7142857142857143
Chr1	13349446	+	CHG	0.4444444444444444
Chr1	13349456	+	CHG	1.0
Chr1	13349458	-	CHG	1.0
Chr1	13349474	+	CHG	0.8888888888888888
Chr1	13349476	-	CHG	0.7142857142857143
Chr1	13349486	-	CHG	0.8571428571428571
Chr1	13352685	+	CHG	0.6666666666666666
Chr1	13352687	-	CHG	0.4166666666666667
Chr1	13352690	+	CHG	0.6666666666666666
Chr1	13352692	-	CHG	0.5
Chr1	13352717	+	CHG	0.25
Chr1	13352719	-	CHG	0.3076923076923077
Chr1	13352758	-	CHG	0.125
Chr1	13352992	+	CHG	0.38095238095238093
Chr1	13352994	-	CHG	0.16666666666666666
Chr1	13354776	+	CHG	0.2
Chr1	13354778	-	CHG	0.36363636363636365
Chr1	13354819	+	CHG	0.3333333333333333
Chr1	13355263	-	CHG	0.6666666666666666
Chr1	13355275	+	CHG	0.8
Chr1	13355277	-	CHG	0.8888888888888888
Chr1	13355326	-	CHG	0.875
Chr1	13355334	-	CHG	0.6666666666666666
Chr1	13355343	-	CHG	0.8333333333333334
Chr1	13355421	-	CHG	0.2857142857142857
Chr1	13355441	-	CHG	0.7142857142857143
Chr1	13355457	-	CHG	0.4
Chr1	13355487	-	CHG	0.8571428571428571
Chr1	13355524	+	CHG	0.6666666666666666
Chr1	13355526	-	CHG	1.0
Chr1	13355592	+	CHG	0.6153846153846154
Chr1	13355594	-	CHG	0.5714285714285714
Chr1	13355598	+	CHG	0.7142857142857143
Chr1	13355600	-	CHG	0.875
Chr1	13355609	+	CHG	0.5714285714285714
Chr1	13355611	-	CHG	0.75
Chr1	13356242	-	CHG	0.6666666666666666
Chr1	13356607	+	CHG	0.23076923076923078
Chr1	13356696	+	CHG	0.2857142857142857
Chr1	13357219	-	CHG	0.42857142857142855
Chr1	13357480	+	CHG	0.8571428571428571
Chr1	13357512	+	CHG	0.3333333333333333
Chr1	13357537	+	CHG	0.3333333333333333
Chr1	13357545	-	CHG	0.4
Chr1	13357595	+	CHG	0.4
Chr1	13357597	-	CHG	0.75
Chr1	13357647	+	CHG	0.4
Chr1	13357649	-	CHG	0.6666666666666666
Chr1	13360615	+	CHG	0.25
Chr1	13360617	-	CHG	0.2857142857142857
Chr1	13360625	+	CHG	0.375
Chr1	13360627	-	CHG	0.6666666666666666
Chr1	13360631	+	CHG	0.42857142857142855
Chr1	13360633	-	CHG	0.6
Chr1	13360719	-	CHG	0.25
Chr1	13360725	-	CHG	0.2857142857142857
Chr1	13360732	+	CHG	0.42857142857142855
Chr1	13360967	+	CHG	0.3333333333333333
Chr1	13360979	+	CHG	0.42857142857142855
Chr1	13360987	-	CHG	0.2
Chr1	13361037	-	CHG	0.16666666666666666
Chr1	13362366	+	CHG	0.25
Chr1	13366287	-	CHG	0.25
Chr1	13366297	+	CHG	0.13333333333333333
Chr1	13366299	-	CHG	0.2222222222222222
Chr1	13371563	-	CHG	0.36363636363636365
Chr1	13371576	-	CHG	0.5
Chr1	13372158	-	CHG	0.8571428571428571
Chr1	13372216	-	CHG	0.2222222222222222
Chr1	13372271	-	CHG	0.2222222222222222
Chr1	13372281	-	CHG	0.3
Chr1	13372366	-	CHG	0.5555555555555556
Chr1	13372433	-	CHG	0.25
Chr1	13372525	+	CHG	0.6
Chr1	13373327	-	CHG	0.3333333333333333
Chr1	13373348	-	CHG	0.4
Chr1	13373355	-	CHG	0.6
Chr1	13373434	-	CHG	0.3333333333333333
Chr1	13373486	+	CHG	0.6
Chr1	13373973	+	CHG	0.3333333333333333
Chr1	13374036	+	CHG	0.375
Chr1	13374038	-	CHG	0.5
Chr1	13374123	+	CHG	0.4
Chr1	13374205	+	CHG	0.8
Chr1	13374225	+	CHG	0.8
Chr1	13374244	+	CHG	0.8333333333333334
Chr1	13374262	+	CHG	0.6
Chr1	13374265	+	CHG	0.6
Chr1	13374271	+	CHG	0.7
Chr1	13374286	+	CHG	0.7777777777777778
Chr1	13374288	-	CHG	0.8
Chr1	13374317	+	CHG	0.2222222222222222
Chr1	13374337	+	CHG	0.5
Chr1	13374339	-	CHG	0.6666666666666666
Chr1	13374386	-	CHG	0.6
Chr1	13374399	-	CHG	0.4
Chr1	13374411	-	CHG	0.6
Chr1	13374516	+	CHG	0.6
Chr1	13374556	+	CHG	0.4
Chr1	13374559	+	CHG	0.6
Chr1	13374574	+	CHG	0.8
Chr1	13374589	+	CHG	0.8
Chr1	13374685	+	CHG	0.6
Chr1	13374722	+	CHG	0.8
Chr1	13374899	+	CHG	0.6
Chr1	13374908	+	CHG	0.8
Chr1	13374910	-	CHG	0.8
Chr1	13374932	+	CHG	0.7142857142857143
Chr1	13374941	+	CHG	0.8571428571428571
Chr1	13374959	+	CHG	0.2857142857142857
Chr1	13374971	+	CHG	0.5
Chr1	13374985	+	CHG	0.45454545454545453
Chr1	13375022	+	CHG	0.5454545454545454
Chr1	13375024	-	CHG	0.6
Chr1	13375055	+	CHG	0.5454545454545454
Chr1	13375057	-	CHG	0.4
Chr1	13375094	+	CHG	0.4
Chr1	13375107	+	CHG	0.4666666666666667
Chr1	13375306	+	CHG	0.16666666666666666
Chr1	13375320	+	CHG	0.42857142857142855
Chr1	13375322	-	CHG	0.3333333333333333
Chr1	13375539	+	CHG	0.2
Chr1	13375541	-	CHG	0.16666666666666666
Chr1	13375782	+	CHG	0.2222222222222222
Chr1	13375784	-	CHG	0.2222222222222222
Chr1	13375954	-	CHG	0.3
Chr1	13376010	-	CHG	0.8
Chr1	13376111	+	CHG	0.4
Chr1	13376119	+	CHG	0.6
Chr1	13376177	+	CHG	0.7142857142857143
Chr1	13376179	-	CHG	0.6666666666666666
Chr1	13376204	+	CHG	0.6
Chr1	13376206	-	CHG	0.5
Chr1	13376232	-	CHG	0.4
Chr1	13376301	+	CHG	0.6
Chr1	13376358	+	CHG	0.8
Chr1	13376364	+	CHG	0.6666666666666666
Chr1	13376385	+	CHG	0.6666666666666666
Chr1	13376730	-	CHG	0.4
Chr1	13376827	-	CHG	0.4
Chr1	13376839	+	CHG	0.8
Chr1	13376901	+	CHG	0.2857142857142857
Chr1	13377080	-	CHG	0.4
Chr1	13377098	+	CHG	0.3333333333333333
Chr1	13377100	-	CHG	0.4
Chr1	13377133	+	CHG	0.25
Chr1	13377135	-	CHG	0.42857142857142855
Chr1	13377186	+	CHG	0.5
Chr1	13377188	-	CHG	0.4444444444444444
Chr1	13377234	+	CHG	0.25
Chr1	13377236	-	CHG	0.3
Chr1	13377285	+	CHG	0.625
Chr1	13377287	-	CHG	0.5833333333333334
